medi	snps_for_medi	coef	file	method	tissue	trait	seq	Pos	medi_V4_name
GRMZM2G037627	4-194610217	0.108424221	res.fixed_indirect_PlantHeight_ts_GShoot.csv	res.fixed	GShoot	PlantHeight	4	198709832	Zm00001d020791
GRMZM2G037627	10-10835862	0.109711717	res.fixed_indirect_EarHeight_ts_GShoot.csv	res.fixed	GShoot	EarHeight	10	10867077	Zm00001d020791
GRMZM2G037627	1-235495849	0.014189387	res.fixed_indirect_EarHeight_ts_GShoot.csv	res.fixed	GShoot	EarHeight	1	238887898	Zm00001d020791
GRMZM2G037627	9-113850408	0.036481244	res.fixed_indirect_EarHeight_ts_GShoot.csv	res.fixed	GShoot	EarHeight	9	117131753	Zm00001d020791
GRMZM2G037627	1-248366845	-0.052413476	res.fixed_indirect_PlantHeight_ts_GShoot.csv	res.fixed	GShoot	PlantHeight	1	252236638	Zm00001d020791
GRMZM2G037627	1-34660477	0.090585758	res.fixed_indirect_PlantHeight_ts_GShoot.csv	res.fixed	GShoot	PlantHeight	1	34962022	Zm00001d020791
GRMZM2G037627	4-2856546	-0.040986998	res.fixed_indirect_EarHeight_ts_GShoot.csv	res.fixed	GShoot	EarHeight	4	3429573	Zm00001d020791
GRMZM2G037627	1-237948802	0.010906484	res.fixed_indirect_EarHeight_ts_GShoot.csv	res.fixed	GShoot	EarHeight	1	241443717	Zm00001d020791
GRMZM2G037627	2-156577425	0.092969363	res.fixed_indirect_PlantHeight_ts_GShoot.csv	res.fixed	GShoot	PlantHeight	2	160705341	Zm00001d020791
GRMZM2G037627	5-196078430	0.082253536	res.fixed_indirect_PlantHeight_ts_GShoot.csv	res.fixed	GShoot	PlantHeight	5	201217107	Zm00001d020791
GRMZM2G037627	1-258245826	0.109776167	res.fixed_indirect_PlantHeight_ts_GShoot.csv	res.fixed	GShoot	PlantHeight	1	262761717	Zm00001d020791
GRMZM2G037627	2-26908588	0.053049684	res.fixed_indirect_PlantHeight_ts_GShoot.csv	res.fixed	GShoot	PlantHeight	2	27645116	Zm00001d020791
GRMZM2G037627	2-26908588	0.053049684	res.fixed_indirect_EarHeight_ts_GShoot.csv	res.fixed	GShoot	EarHeight	2	27645116	Zm00001d020791
GRMZM2G037627	8-145249582	0.008396123	res.fixed_indirect_EarHeight_ts_GShoot.csv	res.fixed	GShoot	EarHeight	8	150026319	Zm00001d020791
GRMZM2G037627	2-56140855	0.139147714	res.fixed_indirect_PlantHeight_ts_GShoot.csv	res.fixed	GShoot	PlantHeight	2	57561383	Zm00001d020791
GRMZM2G037627	2-35002902	0.094540016	res.fixed_indirect_EarHeight_ts_GShoot.csv	res.fixed	GShoot	EarHeight	2	35938687	Zm00001d020791
GRMZM2G037627	9-113850408	0.036481244	res.fixed_indirect_PlantHeight_ts_GShoot.csv	res.fixed	GShoot	PlantHeight	9	117131753	Zm00001d020791
GRMZM2G037627	7-132608317	0.166553402	res.fixed_indirect_EarHeight_ts_GShoot.csv	res.fixed	GShoot	EarHeight	7	136669270	Zm00001d020791
GRMZM2G037627	1-241432464	-0.021553136	res.fixed_indirect_EarHeight_ts_GShoot.csv	res.fixed	GShoot	EarHeight	1	245015199	Zm00001d020791
GRMZM2G037627	2-155738855	0.096976597	res.fixed_indirect_EarHeight_ts_GShoot.csv	res.fixed	GShoot	EarHeight	2	159772516	Zm00001d020791
GRMZM2G037627	3-184667066	0.058947919	res.fixed_indirect_PlantHeight_ts_GShoot.csv	res.fixed	GShoot	PlantHeight	3	187609533	Zm00001d020791
GRMZM2G037627	1-273852826	0.05190625	res.fixed_indirect_EarHeight_ts_GShoot.csv	res.fixed	GShoot	EarHeight	1	278619256	Zm00001d020791
GRMZM2G037627	10-109713844	0.195791831	res.fixed_indirect_EarHeight_ts_GShoot.csv	res.fixed	GShoot	EarHeight	10	110555889	Zm00001d020791
GRMZM2G037627	8-9165722	-0.109241851	res.fixed_indirect_EarHeight_ts_GShoot.csv	res.fixed	GShoot	EarHeight	8	9522187	Zm00001d020791
GRMZM2G037627	2-35002902	0.094540016	res.fixed_indirect_PlantHeight_ts_GShoot.csv	res.fixed	GShoot	PlantHeight	2	35938687	Zm00001d020791
GRMZM2G037627	1-239528926	-0.12143129	res.fixed_indirect_EarHeight_ts_GShoot.csv	res.fixed	GShoot	EarHeight	1	243057526	Zm00001d020791
GRMZM2G037627	7-167766225	-0.180110329	res.fixed_indirect_EarHeight_ts_GShoot.csv	res.fixed	GShoot	EarHeight	7	173282143	Zm00001d020791
GRMZM2G037627	8-117275420	0.017933914	res.fixed_indirect_PlantHeight_ts_GShoot.csv	res.fixed	GShoot	PlantHeight	8	120660532	Zm00001d020791
GRMZM2G037627	10-109713844	0.195791831	res.fixed_indirect_PlantHeight_ts_GShoot.csv	res.fixed	GShoot	PlantHeight	10	110555889	Zm00001d020791
GRMZM2G037627	8-159650118	-0.093585547	res.fixed_indirect_PlantHeight_ts_GShoot.csv	res.fixed	GShoot	PlantHeight	8	164999406	Zm00001d020791
GRMZM2G037627	2-237793927	0.097936105	res.fixed_indirect_PlantHeight_ts_GShoot.csv	res.fixed	GShoot	PlantHeight	2	241121524	Zm00001d020791
GRMZM2G037627	10-10835862	0.109711717	res.fixed_indirect_PlantHeight_ts_GShoot.csv	res.fixed	GShoot	PlantHeight	10	10867077	Zm00001d020791
GRMZM2G037627	3-184667066	0.058947919	res.fixed_indirect_EarHeight_ts_GShoot.csv	res.fixed	GShoot	EarHeight	3	187609533	Zm00001d020791
GRMZM2G037627	1-51291948	0.137073517	res.fixed_indirect_PlantHeight_ts_GShoot.csv	res.fixed	GShoot	PlantHeight	1	51729821	Zm00001d020791
GRMZM2G037627	1-235495849	0.014189387	res.fixed_indirect_PlantHeight_ts_GShoot.csv	res.fixed	GShoot	PlantHeight	1	238887898	Zm00001d020791
GRMZM2G037627	2-196313248	0.113711177	res.fixed_indirect_EarHeight_ts_GShoot.csv	res.fixed	GShoot	EarHeight	2	201909875	Zm00001d020791
GRMZM2G037627	1-273852826	0.05190625	res.fixed_indirect_PlantHeight_ts_GShoot.csv	res.fixed	GShoot	PlantHeight	1	278619256	Zm00001d020791
GRMZM2G037627	2-222080628	-0.182593471	res.fixed_indirect_EarHeight_ts_GShoot.csv	res.fixed	GShoot	EarHeight	2	228369833	Zm00001d020791
GRMZM2G037627	2-222080628	-0.182593471	res.fixed_indirect_PlantHeight_ts_GShoot.csv	res.fixed	GShoot	PlantHeight	2	228369833	Zm00001d020791
GRMZM2G037627	8-159650118	-0.093585547	res.fixed_indirect_EarHeight_ts_GShoot.csv	res.fixed	GShoot	EarHeight	8	164999406	Zm00001d020791
GRMZM2G037627	2-155738855	0.096976597	res.fixed_indirect_PlantHeight_ts_GShoot.csv	res.fixed	GShoot	PlantHeight	2	159772516	Zm00001d020791
GRMZM2G037627	1-258245826	0.109776167	res.fixed_indirect_EarHeight_ts_GShoot.csv	res.fixed	GShoot	EarHeight	1	262761717	Zm00001d020791
GRMZM2G037627	9-78709188	-0.165009314	res.fixed_indirect_PlantHeight_ts_GShoot.csv	res.fixed	GShoot	PlantHeight	9	80796732	Zm00001d020791
GRMZM2G037627	3-227850222	0.089237516	res.fixed_indirect_PlantHeight_ts_GShoot.csv	res.fixed	GShoot	PlantHeight	3	231673393	Zm00001d020791
GRMZM2G037627	2-156577425	0.092969363	res.fixed_indirect_EarHeight_ts_GShoot.csv	res.fixed	GShoot	EarHeight	2	160705341	Zm00001d020791
GRMZM2G037627	7-167766225	-0.180110329	res.fixed_indirect_PlantHeight_ts_GShoot.csv	res.fixed	GShoot	PlantHeight	7	173282143	Zm00001d020791
GRMZM2G037627	1-60185467	-0.098925078	res.fixed_indirect_EarHeight_ts_GShoot.csv	res.fixed	GShoot	EarHeight	1	60967848	Zm00001d020791
GRMZM2G037627	9-78709188	-0.165009314	res.fixed_indirect_EarHeight_ts_GShoot.csv	res.fixed	GShoot	EarHeight	9	80796732	Zm00001d020791
GRMZM2G037627	2-196313248	0.113711177	res.fixed_indirect_PlantHeight_ts_GShoot.csv	res.fixed	GShoot	PlantHeight	2	201909875	Zm00001d020791
GRMZM2G037627	1-60330595	0.176418984	res.fixed_indirect_PlantHeight_ts_GShoot.csv	res.fixed	GShoot	PlantHeight	1	61108551	Zm00001d020791
GRMZM2G037627	3-63131344	-0.114452971	res.fixed_indirect_EarHeight_ts_GShoot.csv	res.fixed	GShoot	EarHeight	3	63178097	Zm00001d020791
GRMZM2G037627	1-60185467	-0.098925078	res.fixed_indirect_PlantHeight_ts_GShoot.csv	res.fixed	GShoot	PlantHeight	1	60967848	Zm00001d020791
GRMZM2G037627	3-227850222	0.089237516	res.fixed_indirect_EarHeight_ts_GShoot.csv	res.fixed	GShoot	EarHeight	3	231673393	Zm00001d020791
GRMZM2G037627	6-149875741	0.074218138	res.fixed_indirect_PlantHeight_ts_GShoot.csv	res.fixed	GShoot	PlantHeight	6	153771487	Zm00001d020791
GRMZM2G037627	2-237793927	0.097936105	res.fixed_indirect_EarHeight_ts_GShoot.csv	res.fixed	GShoot	EarHeight	2	241121524	Zm00001d020791
GRMZM2G037627	6-132222885	-0.070397524	res.fixed_indirect_PlantHeight_ts_GShoot.csv	res.fixed	GShoot	PlantHeight	6	136170843	Zm00001d020791
GRMZM2G037627	6-149875741	0.074218138	res.fixed_indirect_EarHeight_ts_GShoot.csv	res.fixed	GShoot	EarHeight	6	153771487	Zm00001d020791
GRMZM2G037627	3-63131344	-0.114452971	res.fixed_indirect_PlantHeight_ts_GShoot.csv	res.fixed	GShoot	PlantHeight	3	63178097	Zm00001d020791
GRMZM2G037627	1-51891935	0.056849622	res.fixed_indirect_EarHeight_ts_GShoot.csv	res.fixed	GShoot	EarHeight	1	52309581	Zm00001d020791
GRMZM2G037627	6-137686886	-0.111584133	res.fixed_indirect_PlantHeight_ts_GShoot.csv	res.fixed	GShoot	PlantHeight	6	141843213	Zm00001d020791
GRMZM2G037627	1-51891935	0.056849622	res.fixed_indirect_PlantHeight_ts_GShoot.csv	res.fixed	GShoot	PlantHeight	1	52309581	Zm00001d020791
GRMZM2G037627	8-145249582	0.008396123	res.fixed_indirect_PlantHeight_ts_GShoot.csv	res.fixed	GShoot	PlantHeight	8	150026319	Zm00001d020791
GRMZM2G037627	1-248366845	-0.052413476	res.fixed_indirect_EarHeight_ts_GShoot.csv	res.fixed	GShoot	EarHeight	1	252236638	Zm00001d020791
GRMZM2G037627	8-9165722	-0.109241851	res.fixed_indirect_PlantHeight_ts_GShoot.csv	res.fixed	GShoot	PlantHeight	8	9522187	Zm00001d020791
GRMZM2G037627	1-241432464	-0.021553136	res.fixed_indirect_PlantHeight_ts_GShoot.csv	res.fixed	GShoot	PlantHeight	1	245015199	Zm00001d020791
GRMZM2G037627	1-51291948	0.137073517	res.fixed_indirect_EarHeight_ts_GShoot.csv	res.fixed	GShoot	EarHeight	1	51729821	Zm00001d020791
GRMZM2G037627	1-220997073	0.017368272	res.fixed_indirect_PlantHeight_ts_GShoot.csv	res.fixed	GShoot	PlantHeight	1	224209802	Zm00001d020791
GRMZM2G037627	7-132608317	0.166553402	res.fixed_indirect_PlantHeight_ts_GShoot.csv	res.fixed	GShoot	PlantHeight	7	136669270	Zm00001d020791
GRMZM2G037627	1-140843905	-0.161138204	res.fixed_indirect_EarHeight_ts_GShoot.csv	res.fixed	GShoot	EarHeight	1	143072672	Zm00001d020791
GRMZM2G037627	1-60330595	0.176418984	res.fixed_indirect_EarHeight_ts_GShoot.csv	res.fixed	GShoot	EarHeight	1	61108551	Zm00001d020791
GRMZM2G037627	2-56140855	0.139147714	res.fixed_indirect_EarHeight_ts_GShoot.csv	res.fixed	GShoot	EarHeight	2	57561383	Zm00001d020791
GRMZM2G037627	1-140843905	-0.161138204	res.fixed_indirect_PlantHeight_ts_GShoot.csv	res.fixed	GShoot	PlantHeight	1	143072672	Zm00001d020791
GRMZM2G037627	6-137686886	-0.111584133	res.fixed_indirect_EarHeight_ts_GShoot.csv	res.fixed	GShoot	EarHeight	6	141843213	Zm00001d020791
GRMZM2G037627	8-117275420	0.017933914	res.fixed_indirect_EarHeight_ts_GShoot.csv	res.fixed	GShoot	EarHeight	8	120660532	Zm00001d020791
GRMZM2G037882	2-190528951	-0.18565792	res.fixed_indirect_X.8742..shikimic.acid..16.433..s100_ts_LMAN.csv	res.fixed	LMAN	X.8742..shikimic.acid..16.433..s100	2	195619652	Zm00001d019374
GRMZM2G037882	9-17509141	0.077862799	res.fixed_indirect_X.8742..shikimic.acid..16.433..s100_ts_LMAN.csv	res.fixed	LMAN	X.8742..shikimic.acid..16.433..s100	9	17269254	Zm00001d019374
GRMZM2G037882	6-122513411	-0.198959849	res.fixed_indirect_X.8742..shikimic.acid..16.433..s100_ts_LMAN.csv	res.fixed	LMAN	X.8742..shikimic.acid..16.433..s100	6	126241176	Zm00001d019374
GRMZM2G037882	2-196174750	0.150809435	res.fixed_indirect_X.8742..shikimic.acid..16.433..s100_ts_LMAN.csv	res.fixed	LMAN	X.8742..shikimic.acid..16.433..s100	2	201770781	Zm00001d019374
GRMZM2G037882	1-4991822	-0.046412264	res.fixed_indirect_X.8742..shikimic.acid..16.433..s100_ts_LMAN.csv	res.fixed	LMAN	X.8742..shikimic.acid..16.433..s100	1	5111932	Zm00001d019374
GRMZM2G037882	7-29409386	0.183805455	res.fixed_indirect_X.8742..shikimic.acid..16.433..s100_ts_LMAN.csv	res.fixed	LMAN	X.8742..shikimic.acid..16.433..s100	7	30598329	Zm00001d019374
GRMZM2G037882	3-149352080	0.007999912	res.fixed_indirect_X.8742..shikimic.acid..16.433..s100_ts_LMAN.csv	res.fixed	LMAN	X.8742..shikimic.acid..16.433..s100	3	150586063	Zm00001d019374
GRMZM2G037882	6-6592772	-0.065915289	res.fixed_indirect_X.8742..shikimic.acid..16.433..s100_ts_LMAN.csv	res.fixed	LMAN	X.8742..shikimic.acid..16.433..s100	6	6981099	Zm00001d019374
GRMZM2G037882	7-7944539	0.116950038	res.fixed_indirect_X.8742..shikimic.acid..16.433..s100_ts_LMAN.csv	res.fixed	LMAN	X.8742..shikimic.acid..16.433..s100	7	8232565	Zm00001d019374
GRMZM2G037882	9-16342457	0.103896932	res.fixed_indirect_X.8742..shikimic.acid..16.433..s100_ts_LMAN.csv	res.fixed	LMAN	X.8742..shikimic.acid..16.433..s100	9	16094979	Zm00001d019374
GRMZM2G037882	3-173409770	0.099345902	res.fixed_indirect_X.8742..shikimic.acid..16.433..s100_ts_LMAN.csv	res.fixed	LMAN	X.8742..shikimic.acid..16.433..s100	3	175799207	Zm00001d019374
GRMZM2G037882	7-29477518	-0.178291525	res.fixed_indirect_X.8742..shikimic.acid..16.433..s100_ts_LMAN.csv	res.fixed	LMAN	X.8742..shikimic.acid..16.433..s100	7	30672456	Zm00001d019374
GRMZM2G037882	4-89706560	0.102333186	res.fixed_indirect_X.8742..shikimic.acid..16.433..s100_ts_LMAN.csv	res.fixed	LMAN	X.8742..shikimic.acid..16.433..s100	4	93199041	Zm00001d019374
GRMZM2G037882	9-103407062	0.106318411	res.fixed_indirect_X.8742..shikimic.acid..16.433..s100_ts_LMAN.csv	res.fixed	LMAN	X.8742..shikimic.acid..16.433..s100	9	105915239	Zm00001d019374
GRMZM2G037882	1-217180768	-0.147660193	res.fixed_indirect_X.8742..shikimic.acid..16.433..s100_ts_LMAN.csv	res.fixed	LMAN	X.8742..shikimic.acid..16.433..s100	1	220331702	Zm00001d019374
GRMZM2G037882	7-35551256	-0.049672803	res.fixed_indirect_X.8742..shikimic.acid..16.433..s100_ts_LMAN.csv	res.fixed	LMAN	X.8742..shikimic.acid..16.433..s100	7	36834516	Zm00001d019374
GRMZM2G037882	7-7532405	0.102257616	res.fixed_indirect_X.8742..shikimic.acid..16.433..s100_ts_LMAN.csv	res.fixed	LMAN	X.8742..shikimic.acid..16.433..s100	7	7938343	Zm00001d019374
GRMZM2G037882	7-26681605	0.087354532	res.fixed_indirect_X.8742..shikimic.acid..16.433..s100_ts_LMAN.csv	res.fixed	LMAN	X.8742..shikimic.acid..16.433..s100	7	27659519	Zm00001d019374
GRMZM2G037882	4-12336162	0.078684946	res.fixed_indirect_X.8742..shikimic.acid..16.433..s100_ts_LMAN.csv	res.fixed	LMAN	X.8742..shikimic.acid..16.433..s100	4	13253377	Zm00001d019374
GRMZM2G037882	6-141759362	-0.124218356	res.fixed_indirect_X.8742..shikimic.acid..16.433..s100_ts_LMAN.csv	res.fixed	LMAN	X.8742..shikimic.acid..16.433..s100	6	145686165	Zm00001d019374
GRMZM2G037882	1-176509526	-0.092986377	res.fixed_indirect_X.8742..shikimic.acid..16.433..s100_ts_LMAN.csv	res.fixed	LMAN	X.8742..shikimic.acid..16.433..s100	1	178428839	Zm00001d019374
GRMZM2G037882	3-186824634	-0.095203128	res.fixed_indirect_X.8742..shikimic.acid..16.433..s100_ts_LMAN.csv	res.fixed	LMAN	X.8742..shikimic.acid..16.433..s100	3	189728553	Zm00001d019374
GRMZM2G037882	7-29390287	-0.003045059	res.fixed_indirect_X.8742..shikimic.acid..16.433..s100_ts_LMAN.csv	res.fixed	LMAN	X.8742..shikimic.acid..16.433..s100	7	30571114	Zm00001d019374
GRMZM2G037882	1-160794974	-0.167763777	res.fixed_indirect_X.8742..shikimic.acid..16.433..s100_ts_LMAN.csv	res.fixed	LMAN	X.8742..shikimic.acid..16.433..s100	1	162204985	Zm00001d019374
GRMZM2G037882	9-137164527	0.133413786	res.fixed_indirect_X.8742..shikimic.acid..16.433..s100_ts_LMAN.csv	res.fixed	LMAN	X.8742..shikimic.acid..16.433..s100	9	139517978	Zm00001d019374
GRMZM2G037882	2-190550687	-0.06296009	res.fixed_indirect_X.8742..shikimic.acid..16.433..s100_ts_LMAN.csv	res.fixed	LMAN	X.8742..shikimic.acid..16.433..s100	2	195642084	Zm00001d019374
GRMZM2G039278	1-278573666	-0.536794017	res.fixed_indirect_X.938..nicotinic.acid..10.27_ts_L3Tip.csv	res.fixed	L3Tip	X.938..nicotinic.acid..10.27	1	283560634	Zm00001d034104
GRMZM2G039278	6-103329859	-0.237912541	res.fixed_indirect_X.938..nicotinic.acid..10.27_ts_L3Tip.csv	res.fixed	L3Tip	X.938..nicotinic.acid..10.27	6	106404255	Zm00001d034104
GRMZM2G039278	10-19313044	-0.245077004	res.fixed_indirect_X.938..nicotinic.acid..10.27_ts_L3Tip.csv	res.fixed	L3Tip	X.938..nicotinic.acid..10.27	10	19457968	Zm00001d034104
GRMZM2G039278	9-27974486	-0.151475287	res.fixed_indirect_StandCount_ts_GShoot.csv	res.fixed	GShoot	StandCount	9	28038765	Zm00001d034104
GRMZM2G039278	9-139200950	-0.140548749	res.fixed_indirect_StandCount_ts_GShoot.csv	res.fixed	GShoot	StandCount	9	141542142	Zm00001d034104
GRMZM2G039278	4-238257644	0.208195349	res.fixed_indirect_X.938..nicotinic.acid..10.27_ts_L3Tip.csv	res.fixed	L3Tip	X.938..nicotinic.acid..10.27	4	242984108	Zm00001d034104
GRMZM2G039278	4-138215627	0.188156289	res.fixed_indirect_StandCount_ts_GShoot.csv	res.fixed	GShoot	StandCount	4	141343832	Zm00001d034104
GRMZM2G039278	3-209742384	-0.184169162	res.fixed_indirect_StandCount_ts_GShoot.csv	res.fixed	GShoot	StandCount	3	213271068	Zm00001d034104
GRMZM2G039278	9-9362006	-0.220087225	res.fixed_indirect_X.938..nicotinic.acid..10.27_ts_L3Tip.csv	res.fixed	L3Tip	X.938..nicotinic.acid..10.27	9	9367853	Zm00001d034104
GRMZM2G039278	5-187203581	-0.135960688	res.fixed_indirect_X.938..nicotinic.acid..10.27_ts_L3Tip.csv	res.fixed	L3Tip	X.938..nicotinic.acid..10.27	5	192125076	Zm00001d034104
GRMZM2G039278	5-199959192	-0.134188547	res.fixed_indirect_X.938..nicotinic.acid..10.27_ts_L3Tip.csv	res.fixed	L3Tip	X.938..nicotinic.acid..10.27	5	205229261	Zm00001d034104
GRMZM2G039278	1-46240689	-0.179355745	res.fixed_indirect_X.938..nicotinic.acid..10.27_ts_L3Tip.csv	res.fixed	L3Tip	X.938..nicotinic.acid..10.27	1	46502179	Zm00001d034104
GRMZM2G039278	1-279097761	0.112064547	res.fixed_indirect_X.938..nicotinic.acid..10.27_ts_L3Tip.csv	res.fixed	L3Tip	X.938..nicotinic.acid..10.27	1	284091700	Zm00001d034104
GRMZM2G039542	7-160855116	0.032076396	res.fixed_indirect_X.448388..D.allose.1..17.278_ts_Kern.csv	res.fixed	Kern	X.448388..D.allose.1..17.278	7	166383576	Zm00001d013966
GRMZM2G039542	5-10508028	0.038713569	res.fixed_indirect_X.448388..D.allose.1..17.278_ts_Kern.csv	res.fixed	Kern	X.448388..D.allose.1..17.278	5	10829308	Zm00001d013966
GRMZM2G039542	3-149280236	0.158049699	res.fixed_indirect_X.448388..D.allose.1..17.278_ts_Kern.csv	res.fixed	Kern	X.448388..D.allose.1..17.278	3	150542530	Zm00001d013966
GRMZM2G039542	9-139473464	-0.155219475	res.fixed_indirect_X.439194..glyceric.acid..10.735_ts_L3Base.csv	res.fixed	L3Base	X.439194..glyceric.acid..10.735	9	141818139	Zm00001d013966
GRMZM2G039542	1-49932904	-0.18599453	res.fixed_indirect_X.5810..trans.4.hydroxy.L.proline.2..13.267_ts_L3Base.csv	res.fixed	L3Base	X.5810..trans.4.hydroxy.L.proline.2..13.267	1	50355883	Zm00001d013966
GRMZM2G039542	5-26120133	-0.070965682	res.fixed_indirect_X.448388..D.allose.1..17.278_ts_Kern.csv	res.fixed	Kern	X.448388..D.allose.1..17.278	5	26722090	Zm00001d013966
GRMZM2G039542	9-149681770	0.079646635	res.fixed_indirect_X.448388..D.allose.1..17.278_ts_Kern.csv	res.fixed	Kern	X.448388..D.allose.1..17.278	9	152544092	Zm00001d013966
GRMZM2G039542	5-209953965	-0.134915797	res.fixed_indirect_X.448388..D.allose.1..17.278_ts_Kern.csv	res.fixed	Kern	X.448388..D.allose.1..17.278	5	215725496	Zm00001d013966
GRMZM2G039542	5-16320119	-0.109923003	res.fixed_indirect_X.439194..glyceric.acid..10.735_ts_L3Base.csv	res.fixed	L3Base	X.439194..glyceric.acid..10.735	5	16890018	Zm00001d013966
GRMZM2G039542	1-251771662	-0.099684067	res.fixed_indirect_X.448388..D.allose.1..17.278_ts_Kern.csv	res.fixed	Kern	X.448388..D.allose.1..17.278	1	255863163	Zm00001d013966
GRMZM2G039542	5-30963158	0.138244916	res.fixed_indirect_X.5810..trans.4.hydroxy.L.proline.2..13.267_ts_L3Base.csv	res.fixed	L3Base	X.5810..trans.4.hydroxy.L.proline.2..13.267	5	31919049	Zm00001d013966
GRMZM2G039542	5-30998157	0.03581705	res.fixed_indirect_X.439194..glyceric.acid..10.735_ts_L3Base.csv	res.fixed	L3Base	X.439194..glyceric.acid..10.735	5	31963662	Zm00001d013966
GRMZM2G039542	4-161079722	0.109649584	res.fixed_indirect_X.448388..D.allose.1..17.278_ts_Kern.csv	res.fixed	Kern	X.448388..D.allose.1..17.278	4	164074240	Zm00001d013966
GRMZM2G039542	5-25932409	-0.489505137	res.fixed_indirect_X.5810..trans.4.hydroxy.L.proline.2..13.267_ts_L3Base.csv	res.fixed	L3Base	X.5810..trans.4.hydroxy.L.proline.2..13.267	5	26514579	Zm00001d013966
GRMZM2G039542	1-217855316	0.133092007	res.fixed_indirect_X.5810..trans.4.hydroxy.L.proline.2..13.267_ts_L3Base.csv	res.fixed	L3Base	X.5810..trans.4.hydroxy.L.proline.2..13.267	1	220992620	Zm00001d013966
GRMZM2G039542	1-49932904	-0.18599453	res.fixed_indirect_X.439194..glyceric.acid..10.735_ts_L3Base.csv	res.fixed	L3Base	X.439194..glyceric.acid..10.735	1	50355883	Zm00001d013966
GRMZM2G039542	5-30963158	0.138244916	res.fixed_indirect_X.439194..glyceric.acid..10.735_ts_L3Base.csv	res.fixed	L3Base	X.439194..glyceric.acid..10.735	5	31919049	Zm00001d013966
GRMZM2G039542	2-108774531	-0.286774405	res.fixed_indirect_X.5810..trans.4.hydroxy.L.proline.2..13.267_ts_L3Base.csv	res.fixed	L3Base	X.5810..trans.4.hydroxy.L.proline.2..13.267	2	111231521	Zm00001d013966
GRMZM2G039542	10-142815327	0.062370496	res.fixed_indirect_X.448388..D.allose.1..17.278_ts_Kern.csv	res.fixed	Kern	X.448388..D.allose.1..17.278	10	144101600	Zm00001d013966
GRMZM2G039542	2-108774531	-0.286774405	res.fixed_indirect_X.439194..glyceric.acid..10.735_ts_L3Base.csv	res.fixed	L3Base	X.439194..glyceric.acid..10.735	2	111231521	Zm00001d013966
GRMZM2G039542	5-16320119	-0.109923003	res.fixed_indirect_X.5810..trans.4.hydroxy.L.proline.2..13.267_ts_L3Base.csv	res.fixed	L3Base	X.5810..trans.4.hydroxy.L.proline.2..13.267	5	16890018	Zm00001d013966
GRMZM2G039542	8-144210444	-0.035106836	res.fixed_indirect_X.448388..D.allose.1..17.278_ts_Kern.csv	res.fixed	Kern	X.448388..D.allose.1..17.278	8	148920166	Zm00001d013966
GRMZM2G039542	9-139473464	-0.155219475	res.fixed_indirect_X.5810..trans.4.hydroxy.L.proline.2..13.267_ts_L3Base.csv	res.fixed	L3Base	X.5810..trans.4.hydroxy.L.proline.2..13.267	9	141818139	Zm00001d013966
GRMZM2G039542	5-30998157	0.03581705	res.fixed_indirect_X.5810..trans.4.hydroxy.L.proline.2..13.267_ts_L3Base.csv	res.fixed	L3Base	X.5810..trans.4.hydroxy.L.proline.2..13.267	5	31963662	Zm00001d013966
GRMZM2G039542	3-178150985	0.01096619	res.fixed_indirect_X.448388..D.allose.1..17.278_ts_Kern.csv	res.fixed	Kern	X.448388..D.allose.1..17.278	3	180895063	Zm00001d013966
GRMZM2G039542	1-217855316	0.133092007	res.fixed_indirect_X.439194..glyceric.acid..10.735_ts_L3Base.csv	res.fixed	L3Base	X.439194..glyceric.acid..10.735	1	220992620	Zm00001d013966
GRMZM2G039542	5-25932409	-0.489505137	res.fixed_indirect_X.439194..glyceric.acid..10.735_ts_L3Base.csv	res.fixed	L3Base	X.439194..glyceric.acid..10.735	5	26514579	Zm00001d013966
GRMZM2G039542	3-149136773	0.170438048	res.fixed_indirect_X.448388..D.allose.1..17.278_ts_Kern.csv	res.fixed	Kern	X.448388..D.allose.1..17.278	3	150425269	Zm00001d013966
GRMZM2G039542	8-160592848	0.04498194	res.fixed_indirect_X.448388..D.allose.1..17.278_ts_Kern.csv	res.fixed	Kern	X.448388..D.allose.1..17.278	8	165994694	Zm00001d013966
GRMZM2G039580	1-161283616	-0.155829905	res.fixed_indirect_X.637542..4.hydroxycinnamic.acid..17.854_ts_L3Base.csv	res.fixed	L3Base	X.637542..4.hydroxycinnamic.acid..17.854	1	162728815	Zm00001d048771
GRMZM2G039580	3-192318926	-0.049097292	res.fixed_indirect_X.637542..4.hydroxycinnamic.acid..17.854_ts_L3Base.csv	res.fixed	L3Base	X.637542..4.hydroxycinnamic.acid..17.854	3	195251078	Zm00001d048771
GRMZM2G039580	6-128814391	-0.095857475	res.fixed_indirect_X.637542..4.hydroxycinnamic.acid..17.854_ts_L3Base.csv	res.fixed	L3Base	X.637542..4.hydroxycinnamic.acid..17.854	6	132623051	Zm00001d048771
GRMZM2G039580	2-225398655	-0.011995472	res.fixed_indirect_X.637542..4.hydroxycinnamic.acid..17.854_ts_L3Base.csv	res.fixed	L3Base	X.637542..4.hydroxycinnamic.acid..17.854	2	231780659	Zm00001d048771
GRMZM2G039580	4-55110440	-0.113839404	res.fixed_indirect_X.637542..4.hydroxycinnamic.acid..17.854_ts_L3Base.csv	res.fixed	L3Base	X.637542..4.hydroxycinnamic.acid..17.854	4	57416036	Zm00001d048771
