trait,snp,pval,coef,file,chr,pos,method,tissue,gwas_overlap,category
SecondaryBranchNumber,3-147377017,0,-0.128709147947715,res.fixed_dsnps_SecondaryBranchNumber_ts_GRoot.csv,3,148633944,res.fixed,GRoot,0,other
SecondaryBranchNumber,3-165633249,0,-0.0422796640613569,res.fixed_dsnps_SecondaryBranchNumber_ts_GRoot.csv,3,168227202,res.fixed,GRoot,0,other
SouthernLeafBlight,3-169075524,9.65257372816447e-50,-0.0349749768460474,res.fixed_dsnps_SouthernLeafBlight_ts_LMAD.csv,3,171629505,res.fixed,LMAD,0,other
GDDDaystoTassel,3-169075524,1.66880539389129e-308,-0.59000755674937,res.fixed_dsnps_GDDDaystoTassel_ts_L3Tip.csv,3,171629505,res.fixed,L3Tip,0,Flowering Time
SouthernLeafBlight,3-169075524,5.60698494960958e-47,-0.0606656579967399,res.fixed_dsnps_SouthernLeafBlight_ts_L3Base.csv,3,171629505,res.fixed,L3Base,0,other
SecondaryBranchNumber,3-169075524,1.76712566386434e-198,-0.0151395423680685,res.fixed_dsnps_SecondaryBranchNumber_ts_GShoot.csv,3,171629505,res.fixed,GShoot,0,other
SouthernLeafBlight,3-169075524,1.10853314233115e-42,-0.130254821211761,res.fixed_dsnps_SouthernLeafBlight_ts_GShoot.csv,3,171629505,res.fixed,GShoot,0,other
SouthernLeafBlight,3-169075524,1.22205427653809e-109,-0.0252570061932919,res.fixed_dsnps_SouthernLeafBlight_ts_GRoot.csv,3,171629505,res.fixed,GRoot,0,other
SecondaryBranchNumber,3-169075524,4.91533032989845e-274,-0.0388538132321914,res.fixed_dsnps_SecondaryBranchNumber_ts_L3Tip.csv,3,171629505,res.fixed,L3Tip,0,other
SecondaryBranchNumber,3-169075524,0,-0.0263472559688281,res.fixed_dsnps_SecondaryBranchNumber_ts_LMAD.csv,3,171629505,res.fixed,LMAD,0,other
SecondaryBranchNumber,3-169075524,0,-0.0413214046720574,res.fixed_dsnps_SecondaryBranchNumber_ts_GRoot.csv,3,171629505,res.fixed,GRoot,0,other
SecondaryBranchNumber,3-169075524,5.99389197726099e-28,-0.18406170254703,res.fixed_dsnps_SecondaryBranchNumber_ts_LMAN.csv,3,171629505,res.fixed,LMAN,0,other
SecondaryBranchNumber,3-169075524,1.35066602755434e-35,-0.0474451639295411,res.fixed_dsnps_SecondaryBranchNumber_ts_L3Base.csv,3,171629505,res.fixed,L3Base,0,other
SecondaryBranchNumber,4-186818979,1.35066602755434e-35,-0.116052767567684,res.fixed_dsnps_SecondaryBranchNumber_ts_L3Base.csv,4,190119864,res.fixed,L3Base,0,other
SecondaryBranchNumber,4-186818979,1.76712566386434e-198,-0.0946609771051882,res.fixed_dsnps_SecondaryBranchNumber_ts_GShoot.csv,4,190119864,res.fixed,GShoot,0,other
SecondaryBranchNumber,4-186818979,4.91533032989845e-274,-0.102677736404544,res.fixed_dsnps_SecondaryBranchNumber_ts_L3Tip.csv,4,190119864,res.fixed,L3Tip,0,other
SecondaryBranchNumber,4-186818979,0,-0.0462755364366201,res.fixed_dsnps_SecondaryBranchNumber_ts_GRoot.csv,4,190119864,res.fixed,GRoot,0,other
SecondaryBranchNumber,5-144016832,0,0.0431908132897445,res.fixed_dsnps_SecondaryBranchNumber_ts_LMAD.csv,5,147362289,res.fixed,LMAD,0,other
SecondaryBranchNumber,5-144016832,0,0.0773882550307326,res.fixed_dsnps_SecondaryBranchNumber_ts_GRoot.csv,5,147362289,res.fixed,GRoot,0,other
SecondaryBranchNumber,5-147339040,0,-0.0837317042211601,res.fixed_dsnps_SecondaryBranchNumber_ts_LMAD.csv,5,150806153,res.fixed,LMAD,0,other
SecondaryBranchNumber,5-147339040,1.76712566386434e-198,-0.0244222942625595,res.fixed_dsnps_SecondaryBranchNumber_ts_GShoot.csv,5,150806153,res.fixed,GShoot,0,other
SecondaryBranchNumber,5-147339040,0,-0.0792146987361871,res.fixed_dsnps_SecondaryBranchNumber_ts_GRoot.csv,5,150806153,res.fixed,GRoot,0,other
SecondaryBranchNumber,5-164926111,1.76712566386434e-198,-0.0974188564291141,res.fixed_dsnps_SecondaryBranchNumber_ts_GShoot.csv,5,168789317,res.fixed,GShoot,0,other
SecondaryBranchNumber,5-164926111,1.35066602755434e-35,-0.116610794591971,res.fixed_dsnps_SecondaryBranchNumber_ts_L3Base.csv,5,168789317,res.fixed,L3Base,0,other
SecondaryBranchNumber,5-164926111,0,-0.0658204116684034,res.fixed_dsnps_SecondaryBranchNumber_ts_GRoot.csv,5,168789317,res.fixed,GRoot,0,other
SecondaryBranchNumber,5-164926111,0,-0.102186915622151,res.fixed_dsnps_SecondaryBranchNumber_ts_LMAD.csv,5,168789317,res.fixed,LMAD,0,other
SecondaryBranchNumber,5-164926111,4.91533032989845e-274,-0.0310801529421771,res.fixed_dsnps_SecondaryBranchNumber_ts_L3Tip.csv,5,168789317,res.fixed,L3Tip,0,other
SecondaryBranchNumber,6-36885239,4.91533032989845e-274,-0.116018711496569,res.fixed_dsnps_SecondaryBranchNumber_ts_L3Tip.csv,6,38620864,res.fixed,L3Tip,0,other
SecondaryBranchNumber,6-36885239,0,-0.100013579367766,res.fixed_dsnps_SecondaryBranchNumber_ts_GRoot.csv,6,38620864,res.fixed,GRoot,0,other
SecondaryBranchNumber,6-36885239,1.76712566386434e-198,-0.110375398071676,res.fixed_dsnps_SecondaryBranchNumber_ts_GShoot.csv,6,38620864,res.fixed,GShoot,0,other
SecondaryBranchNumber,6-36885239,5.99389197726099e-28,-0.187726572213539,res.fixed_dsnps_SecondaryBranchNumber_ts_LMAN.csv,6,38620864,res.fixed,LMAN,0,other
SecondaryBranchNumber,6-36885239,0,-0.0163772919283044,res.fixed_dsnps_SecondaryBranchNumber_ts_LMAD.csv,6,38620864,res.fixed,LMAD,0,other
SecondaryBranchNumber,6-132249803,0,-0.0624357989604139,res.fixed_dsnps_SecondaryBranchNumber_ts_LMAD.csv,6,136199689,res.fixed,LMAD,0,other
SecondaryBranchNumber,6-132249803,4.91533032989845e-274,-0.0440460495335151,res.fixed_dsnps_SecondaryBranchNumber_ts_L3Tip.csv,6,136199689,res.fixed,L3Tip,0,other
SecondaryBranchNumber,6-132249803,0,-0.02086751004685,res.fixed_dsnps_SecondaryBranchNumber_ts_GRoot.csv,6,136199689,res.fixed,GRoot,0,other
SecondaryBranchNumber,6-132249803,7.37497370703814e-35,-0.118643202681512,res.fixed_dsnps_SecondaryBranchNumber_ts_Kern.csv,6,136199689,res.fixed,Kern,0,other
SecondaryBranchNumber,6-132249803,1.76712566386434e-198,-0.00657462475285312,res.fixed_dsnps_SecondaryBranchNumber_ts_GShoot.csv,6,136199689,res.fixed,GShoot,0,other
SecondaryBranchNumber,6-138992311,0,-0.0220490292834665,res.fixed_dsnps_SecondaryBranchNumber_ts_GRoot.csv,6,143154147,res.fixed,GRoot,0,other
SecondaryBranchNumber,6-145838268,0,-0.0469287579817594,res.fixed_dsnps_SecondaryBranchNumber_ts_GRoot.csv,6,149718634,res.fixed,GRoot,0,other
SecondaryBranchNumber,6-145838268,1.76712566386434e-198,-0.0393306423690688,res.fixed_dsnps_SecondaryBranchNumber_ts_GShoot.csv,6,149718634,res.fixed,GShoot,0,other
SecondaryBranchNumber,7-121380508,0,0.0556633261966266,res.fixed_dsnps_SecondaryBranchNumber_ts_GRoot.csv,7,125256917,res.fixed,GRoot,0,other
SecondaryBranchNumber,7-130263599,0,0.0790831954719407,res.fixed_dsnps_SecondaryBranchNumber_ts_GRoot.csv,7,134245225,res.fixed,GRoot,0,other
SecondaryBranchNumber,7-130263599,1.76712566386434e-198,0.031820042216607,res.fixed_dsnps_SecondaryBranchNumber_ts_GShoot.csv,7,134245225,res.fixed,GShoot,0,other
SecondaryBranchNumber,7-157900290,0,0.16277647518441,res.fixed_dsnps_SecondaryBranchNumber_ts_LMAD.csv,7,163262902,res.fixed,LMAD,11521,other
SecondaryBranchNumber,7-157900290,4.91533032989845e-274,0.144208251401467,res.fixed_dsnps_SecondaryBranchNumber_ts_L3Tip.csv,7,163262902,res.fixed,L3Tip,11521,other
SecondaryBranchNumber,7-157900290,1.76712566386434e-198,0.152283472479824,res.fixed_dsnps_SecondaryBranchNumber_ts_GShoot.csv,7,163262902,res.fixed,GShoot,11521,other
SecondaryBranchNumber,7-157900290,0,0.100816631295029,res.fixed_dsnps_SecondaryBranchNumber_ts_GRoot.csv,7,163262902,res.fixed,GRoot,11521,other
SecondaryBranchNumber,7-157900290,1.35066602755434e-35,0.212645111079756,res.fixed_dsnps_SecondaryBranchNumber_ts_L3Base.csv,7,163262902,res.fixed,L3Base,11521,other
SecondaryBranchNumber,7-157900290,5.99389197726099e-28,0.172439486400249,res.fixed_dsnps_SecondaryBranchNumber_ts_LMAN.csv,7,163262902,res.fixed,LMAN,11521,other
SecondaryBranchNumber,7-168124087,0,-0.0286073666568281,res.fixed_dsnps_SecondaryBranchNumber_ts_GRoot.csv,7,173625164,res.fixed,GRoot,0,other
SecondaryBranchNumber,7-168257911,5.99389197726099e-28,0.11825853835836,res.fixed_dsnps_SecondaryBranchNumber_ts_LMAN.csv,7,173753986,res.fixed,LMAN,0,other
SecondaryBranchNumber,7-168257911,1.76712566386434e-198,-0.0163848484214972,res.fixed_dsnps_SecondaryBranchNumber_ts_GShoot.csv,7,173753986,res.fixed,GShoot,0,other
SecondaryBranchNumber,7-168257911,0,0.0470095906018717,res.fixed_dsnps_SecondaryBranchNumber_ts_LMAD.csv,7,173753986,res.fixed,LMAD,0,other
SecondaryBranchNumber,7-168257911,0,0.0124360775599712,res.fixed_dsnps_SecondaryBranchNumber_ts_GRoot.csv,7,173753986,res.fixed,GRoot,0,other
SecondaryBranchNumber,7-168257911,4.91533032989845e-274,0.0135525056462434,res.fixed_dsnps_SecondaryBranchNumber_ts_L3Tip.csv,7,173753986,res.fixed,L3Tip,0,other
SecondaryBranchNumber,8-41524865,1.76712566386434e-198,-0.0554446284010392,res.fixed_dsnps_SecondaryBranchNumber_ts_GShoot.csv,8,42685739,res.fixed,GShoot,0,other
SecondaryBranchNumber,8-41524865,0,0.00130137992779584,res.fixed_dsnps_SecondaryBranchNumber_ts_GRoot.csv,8,42685739,res.fixed,GRoot,0,other
SecondaryBranchNumber,8-77935064,0,0.103450548749539,res.fixed_dsnps_SecondaryBranchNumber_ts_GRoot.csv,8,79847219,res.fixed,GRoot,11534,other
SecondaryBranchNumber,8-77935064,0,0.0344369484202816,res.fixed_dsnps_SecondaryBranchNumber_ts_LMAD.csv,8,79847219,res.fixed,LMAD,11534,other
SecondaryBranchNumber,8-77935064,1.76712566386434e-198,0.0239529776243492,res.fixed_dsnps_SecondaryBranchNumber_ts_GShoot.csv,8,79847219,res.fixed,GShoot,11534,other
SecondaryBranchNumber,10-133635124,4.91533032989845e-274,0.100042920248939,res.fixed_dsnps_SecondaryBranchNumber_ts_L3Tip.csv,10,134876154,res.fixed,L3Tip,0,other
SecondaryBranchNumber,10-133635124,0,0.0560600255259556,res.fixed_dsnps_SecondaryBranchNumber_ts_GRoot.csv,10,134876154,res.fixed,GRoot,0,other
SecondaryBranchNumber,10-133635124,1.76712566386434e-198,0.151692076519636,res.fixed_dsnps_SecondaryBranchNumber_ts_GShoot.csv,10,134876154,res.fixed,GShoot,0,other
SecondaryBranchNumber,10-148384877,0,-0.0804318027732041,res.fixed_dsnps_SecondaryBranchNumber_ts_GRoot.csv,10,149724010,res.fixed,GRoot,0,other
SecondaryBranchNumber,1-91736439,1.76712566386434e-198,-0.0739583151355596,res.fixed_dsnps_SecondaryBranchNumber_ts_GShoot.csv,1,93704746,res.fixed,GShoot,0,other
SecondaryBranchNumber,1-91736439,0,-0.0165146911352135,res.fixed_dsnps_SecondaryBranchNumber_ts_LMAD.csv,1,93704746,res.fixed,LMAD,0,other
SecondaryBranchNumber,1-163465475,1.76712566386434e-198,-0.0919929541837245,res.fixed_dsnps_SecondaryBranchNumber_ts_GShoot.csv,1,165086379,res.fixed,GShoot,11292,other
SecondaryBranchNumber,1-163465475,0,-0.090154593521424,res.fixed_dsnps_SecondaryBranchNumber_ts_GRoot.csv,1,165086379,res.fixed,GRoot,11292,other
SecondaryBranchNumber,2-169549195,1.76712566386434e-198,0.0922051347960931,res.fixed_dsnps_SecondaryBranchNumber_ts_GShoot.csv,2,173733605,res.fixed,GShoot,0,other
SecondaryBranchNumber,2-169549195,0,0.0440741502653111,res.fixed_dsnps_SecondaryBranchNumber_ts_GRoot.csv,2,173733605,res.fixed,GRoot,0,other
SecondaryBranchNumber,2-180092539,1.76712566386434e-198,0.0490055431088472,res.fixed_dsnps_SecondaryBranchNumber_ts_GShoot.csv,2,184848224,res.fixed,GShoot,0,other
SecondaryBranchNumber,2-185051436,1.35066602755434e-35,-0.210183626846422,res.fixed_dsnps_SecondaryBranchNumber_ts_L3Base.csv,2,189862989,res.fixed,L3Base,0,other
SecondaryBranchNumber,2-185051436,1.76712566386434e-198,-0.0356322171927082,res.fixed_dsnps_SecondaryBranchNumber_ts_GShoot.csv,2,189862989,res.fixed,GShoot,0,other
SecondaryBranchNumber,2-185051436,0,0.0055146923102327,res.fixed_dsnps_SecondaryBranchNumber_ts_GRoot.csv,2,189862989,res.fixed,GRoot,0,other
SecondaryBranchNumber,2-185051436,0,-0.00911277831809911,res.fixed_dsnps_SecondaryBranchNumber_ts_LMAD.csv,2,189862989,res.fixed,LMAD,0,other
SecondaryBranchNumber,2-185051436,4.91533032989845e-274,-0.043228729046049,res.fixed_dsnps_SecondaryBranchNumber_ts_L3Tip.csv,2,189862989,res.fixed,L3Tip,0,other
SecondaryBranchNumber,2-228657699,1.76712566386434e-198,-0.0859584504943088,res.fixed_dsnps_SecondaryBranchNumber_ts_GShoot.csv,2,235001371,res.fixed,GShoot,0,other
SecondaryBranchNumber,3-19795264,1.76712566386434e-198,0.0914198452779537,res.fixed_dsnps_SecondaryBranchNumber_ts_GShoot.csv,3,19197819,res.fixed,GShoot,0,other
SecondaryBranchNumber,3-168848942,1.76712566386434e-198,-0.161953572538346,res.fixed_dsnps_SecondaryBranchNumber_ts_GShoot.csv,3,171397501,res.fixed,GShoot,0,other
SecondaryBranchNumber,3-168848942,0,-0.0982323121832516,res.fixed_dsnps_SecondaryBranchNumber_ts_GRoot.csv,3,171397501,res.fixed,GRoot,0,other
SecondaryBranchNumber,4-68555613,1.76712566386434e-198,0.0760186832188098,res.fixed_dsnps_SecondaryBranchNumber_ts_GShoot.csv,4,71211875,res.fixed,GShoot,0,other
X.2724705..1.6.anhydro.glucose..15.326,4-97193766,5.20754329270863e-285,-6.82421455756667e-05,res.fixed_dsnps_X.2724705..1.6.anhydro.glucose..15.326_ts_GRoot.csv,4,107117857,res.fixed,GRoot,0,Metabolite
SecondaryBranchNumber,4-97193766,7.37497370703814e-35,0.197903324281293,res.fixed_dsnps_SecondaryBranchNumber_ts_Kern.csv,4,107117857,res.fixed,Kern,0,other
SecondaryBranchNumber,4-97193766,4.91533032989845e-274,0.15952776424756,res.fixed_dsnps_SecondaryBranchNumber_ts_L3Tip.csv,4,107117857,res.fixed,L3Tip,0,other
SecondaryBranchNumber,4-97193766,0,0.141306560924316,res.fixed_dsnps_SecondaryBranchNumber_ts_LMAD.csv,4,107117857,res.fixed,LMAD,0,other
SecondaryBranchNumber,4-124862616,4.91533032989845e-274,-0.137397026975422,res.fixed_dsnps_SecondaryBranchNumber_ts_L3Tip.csv,4,127800423,res.fixed,L3Tip,0,other
SecondaryBranchNumber,4-124862616,0,-0.0993628955295311,res.fixed_dsnps_SecondaryBranchNumber_ts_LMAD.csv,4,127800423,res.fixed,LMAD,0,other
SecondaryBranchNumber,4-124862616,1.76712566386434e-198,-0.220515384114483,res.fixed_dsnps_SecondaryBranchNumber_ts_GShoot.csv,4,127800423,res.fixed,GShoot,0,other
SecondaryBranchNumber,4-136985416,1.76712566386434e-198,0.0214485486559013,res.fixed_dsnps_SecondaryBranchNumber_ts_GShoot.csv,4,140062759,res.fixed,GShoot,0,other
SecondaryBranchNumber,4-191151400,0,0.0982114578201774,res.fixed_dsnps_SecondaryBranchNumber_ts_LMAD.csv,4,195166880,res.fixed,LMAD,0,other
SecondaryBranchNumber,4-191151400,0,0.0580265669970343,res.fixed_dsnps_SecondaryBranchNumber_ts_GRoot.csv,4,195166880,res.fixed,GRoot,0,other
SecondaryBranchNumber,5-3162963,1.76712566386434e-198,-0.149511114204907,res.fixed_dsnps_SecondaryBranchNumber_ts_GShoot.csv,5,3248227,res.fixed,GShoot,0,other
TasselPrimaryBranches,5-3162963,2.31481053778154e-54,-0.422407527845903,res.fixed_dsnps_TasselPrimaryBranches_ts_GShoot.csv,5,3248227,res.fixed,GShoot,12931,Male Inflorescence
SecondaryBranchNumber,5-147281754,1.76712566386434e-198,-0.137929344095226,res.fixed_dsnps_SecondaryBranchNumber_ts_GShoot.csv,5,150748274,res.fixed,GShoot,0,other
SecondaryBranchNumber,6-84684321,1.76712566386434e-198,0.0566376692364633,res.fixed_dsnps_SecondaryBranchNumber_ts_GShoot.csv,6,87638966,res.fixed,GShoot,0,other
SecondaryBranchNumber,6-84684321,0,-0.0439271722636701,res.fixed_dsnps_SecondaryBranchNumber_ts_GRoot.csv,6,87638966,res.fixed,GRoot,0,other
SecondaryBranchNumber,6-84684321,4.91533032989845e-274,0.0480745886447738,res.fixed_dsnps_SecondaryBranchNumber_ts_L3Tip.csv,6,87638966,res.fixed,L3Tip,0,other
X.6255..maltose..2..24.915,6-84684321,0,-7.12437294156402e-05,res.fixed_dsnps_X.6255..maltose..2..24.915_ts_GRoot.csv,6,87638966,res.fixed,GRoot,0,Metabolite
X.204..allantoin.1..17.293,6-84684321,9.19996032542849e-52,-0.00267484182576995,res.fixed_dsnps_X.204..allantoin.1..17.293_ts_LMAN.csv,6,87638966,res.fixed,LMAN,39366,Metabolite
SecondaryBranchNumber,6-100682168,1.76712566386434e-198,0.144621397917969,res.fixed_dsnps_SecondaryBranchNumber_ts_GShoot.csv,6,103727169,res.fixed,GShoot,0,other
SecondaryBranchNumber,6-100682168,7.37497370703814e-35,0.173598091563457,res.fixed_dsnps_SecondaryBranchNumber_ts_Kern.csv,6,103727169,res.fixed,Kern,0,other
SecondaryBranchNumber,6-145901068,1.76712566386434e-198,-0.0482301870370145,res.fixed_dsnps_SecondaryBranchNumber_ts_GShoot.csv,6,149794226,res.fixed,GShoot,0,other
X.827..ribitol..15.66,7-41182608,5.97510147231369e-128,-0.000109599238136025,res.fixed_dsnps_X.827..ribitol..15.66_ts_LMAD.csv,7,42687794,res.fixed,LMAD,0,Metabolite
SecondaryBranchNumber,7-41182608,1.76712566386434e-198,0.0634513167994761,res.fixed_dsnps_SecondaryBranchNumber_ts_GShoot.csv,7,42687794,res.fixed,GShoot,0,other
SecondaryBranchNumber,7-41182608,4.91533032989845e-274,0.0771054627874507,res.fixed_dsnps_SecondaryBranchNumber_ts_L3Tip.csv,7,42687794,res.fixed,L3Tip,0,other
X.827..ribitol..15.66,7-41182608,1.47444588148035e-81,-0.000114458508486519,res.fixed_dsnps_X.827..ribitol..15.66_ts_GShoot.csv,7,42687794,res.fixed,GShoot,0,Metabolite
X.827..ribitol..15.66,7-41182608,5.59468158834392e-42,-0.000190003077683864,res.fixed_dsnps_X.827..ribitol..15.66_ts_GRoot.csv,7,42687794,res.fixed,GRoot,0,Metabolite
X.827..ribitol..15.66,7-41182608,5.12986430453662e-18,-0.000105954584392485,res.fixed_dsnps_X.827..ribitol..15.66_ts_L3Tip.csv,7,42687794,res.fixed,L3Tip,0,Metabolite
SecondaryBranchNumber,8-38213186,1.76712566386434e-198,0.0858052677884711,res.fixed_dsnps_SecondaryBranchNumber_ts_GShoot.csv,8,39303555,res.fixed,GShoot,0,other
SecondaryBranchNumber,10-11234775,1.76712566386434e-198,-0.111122894743042,res.fixed_dsnps_SecondaryBranchNumber_ts_GShoot.csv,10,11270499,res.fixed,GShoot,0,other
SecondaryBranchNumber,1-102130729,7.37497370703814e-35,0.128029228888079,res.fixed_dsnps_SecondaryBranchNumber_ts_Kern.csv,1,104707496,res.fixed,Kern,0,other
SecondaryBranchNumber,3-80548232,7.37497370703814e-35,0.190932034484771,res.fixed_dsnps_SecondaryBranchNumber_ts_Kern.csv,3,80832637,res.fixed,Kern,0,other
SecondaryBranchNumber,3-113012999,7.37497370703814e-35,-0.068220106141848,res.fixed_dsnps_SecondaryBranchNumber_ts_Kern.csv,3,98985076,res.fixed,Kern,0,other
SecondaryBranchNumber,4-100505257,4.91533032989845e-274,-0.0102750650339039,res.fixed_dsnps_SecondaryBranchNumber_ts_L3Tip.csv,4,98043215,res.fixed,L3Tip,0,other
SecondaryBranchNumber,4-100505257,1.35066602755434e-35,-0.0843172536419616,res.fixed_dsnps_SecondaryBranchNumber_ts_L3Base.csv,4,98043215,res.fixed,L3Base,0,other
SecondaryBranchNumber,4-187006458,7.37497370703814e-35,-0.104094567507817,res.fixed_dsnps_SecondaryBranchNumber_ts_Kern.csv,4,190303142,res.fixed,Kern,0,other
SecondaryBranchNumber,4-187598394,7.37497370703814e-35,0.0948982605684664,res.fixed_dsnps_SecondaryBranchNumber_ts_Kern.csv,4,190897755,res.fixed,Kern,0,other
SecondaryBranchNumber,4-218918151,7.37497370703814e-35,-0.063301545036474,res.fixed_dsnps_SecondaryBranchNumber_ts_Kern.csv,4,222562955,res.fixed,Kern,0,other
SecondaryBranchNumber,7-15137346,4.91533032989845e-274,0.108337949860267,res.fixed_dsnps_SecondaryBranchNumber_ts_L3Tip.csv,7,15641824,res.fixed,L3Tip,0,other
SecondaryBranchNumber,8-17983757,7.37497370703814e-35,0.172746733613418,res.fixed_dsnps_SecondaryBranchNumber_ts_Kern.csv,8,18583143,res.fixed,Kern,0,other
SecondaryBranchNumber,8-114653766,7.37497370703814e-35,-0.175930396399092,res.fixed_dsnps_SecondaryBranchNumber_ts_Kern.csv,8,117896777,res.fixed,Kern,0,other
SecondaryBranchNumber,8-114653766,5.99389197726099e-28,-0.0167127404263733,res.fixed_dsnps_SecondaryBranchNumber_ts_LMAN.csv,8,117896777,res.fixed,LMAN,0,other
SecondaryBranchNumber,1-189226057,4.91533032989845e-274,-0.121740605840931,res.fixed_dsnps_SecondaryBranchNumber_ts_L3Tip.csv,1,191374427,res.fixed,L3Tip,0,other
SecondaryBranchNumber,1-189226057,1.35066602755434e-35,-0.111858517185423,res.fixed_dsnps_SecondaryBranchNumber_ts_L3Base.csv,1,191374427,res.fixed,L3Base,0,other
SecondaryBranchNumber,3-1710109,1.35066602755434e-35,-0.114362512161064,res.fixed_dsnps_SecondaryBranchNumber_ts_L3Base.csv,3,998400,res.fixed,L3Base,11357,other
SecondaryBranchNumber,5-147444522,4.91533032989845e-274,-0.00397502907954235,res.fixed_dsnps_SecondaryBranchNumber_ts_L3Tip.csv,5,150920870,res.fixed,L3Tip,0,other
SecondaryBranchNumber,5-147444522,1.35066602755434e-35,0.0984406478715489,res.fixed_dsnps_SecondaryBranchNumber_ts_L3Base.csv,5,150920870,res.fixed,L3Base,0,other
SecondaryBranchNumber,8-121533679,1.35066602755434e-35,4.72994580666254e-05,res.fixed_dsnps_SecondaryBranchNumber_ts_L3Base.csv,8,125129778,res.fixed,L3Base,0,other
SecondaryBranchNumber,9-139963351,1.35066602755434e-35,-0.199064484095551,res.fixed_dsnps_SecondaryBranchNumber_ts_L3Base.csv,9,142294986,res.fixed,L3Base,11576,other
SecondaryBranchNumber,9-139963351,5.99389197726099e-28,-0.245429962294317,res.fixed_dsnps_SecondaryBranchNumber_ts_LMAN.csv,9,142294986,res.fixed,LMAN,11576,other
SecondaryBranchNumber,9-139963351,4.91533032989845e-274,-0.126286734627572,res.fixed_dsnps_SecondaryBranchNumber_ts_L3Tip.csv,9,142294986,res.fixed,L3Tip,11576,other
SecondaryBranchNumber,1-102120016,4.91533032989845e-274,0.0552872710160893,res.fixed_dsnps_SecondaryBranchNumber_ts_L3Tip.csv,1,104694030,res.fixed,L3Tip,0,other
SecondaryBranchNumber,2-148492650,4.91533032989845e-274,-0.0795343559244702,res.fixed_dsnps_SecondaryBranchNumber_ts_L3Tip.csv,2,152455031,res.fixed,L3Tip,0,other
SecondaryBranchNumber,2-169536872,0,0.102972272380318,res.fixed_dsnps_SecondaryBranchNumber_ts_LMAD.csv,2,173719585,res.fixed,LMAD,11340,other
SecondaryBranchNumber,2-169536872,4.91533032989845e-274,0.0575644130936129,res.fixed_dsnps_SecondaryBranchNumber_ts_L3Tip.csv,2,173719585,res.fixed,L3Tip,11340,other
SecondaryBranchNumber,2-234063276,0,0.0841420064142233,res.fixed_dsnps_SecondaryBranchNumber_ts_LMAD.csv,2,240276017,res.fixed,LMAD,0,other
SecondaryBranchNumber,2-234063276,4.91533032989845e-274,0.159588390967715,res.fixed_dsnps_SecondaryBranchNumber_ts_L3Tip.csv,2,240276017,res.fixed,L3Tip,0,other
SecondaryBranchNumber,3-20751346,4.91533032989845e-274,0.0157246079567293,res.fixed_dsnps_SecondaryBranchNumber_ts_L3Tip.csv,3,20165932,res.fixed,L3Tip,0,other
SecondaryBranchNumber,3-159424409,4.91533032989845e-274,0.0983288487004952,res.fixed_dsnps_SecondaryBranchNumber_ts_L3Tip.csv,3,161010354,res.fixed,L3Tip,0,other
SecondaryBranchNumber,3-197016564,4.91533032989845e-274,0.0419113933325381,res.fixed_dsnps_SecondaryBranchNumber_ts_L3Tip.csv,3,199988951,res.fixed,L3Tip,0,other
SecondaryBranchNumber,3-197016564,5.99389197726099e-28,0.197509826844959,res.fixed_dsnps_SecondaryBranchNumber_ts_LMAN.csv,3,199988951,res.fixed,LMAN,0,other
SecondaryBranchNumber,5-1387113,4.91533032989845e-274,-0.107113333835423,res.fixed_dsnps_SecondaryBranchNumber_ts_L3Tip.csv,5,1417338,res.fixed,L3Tip,0,other
SecondaryBranchNumber,5-38350162,4.91533032989845e-274,0.0073678769885897,res.fixed_dsnps_SecondaryBranchNumber_ts_L3Tip.csv,5,39576790,res.fixed,L3Tip,0,other
SecondaryBranchNumber,6-98124040,4.91533032989845e-274,-0.0913639786684946,res.fixed_dsnps_SecondaryBranchNumber_ts_L3Tip.csv,6,100823160,res.fixed,L3Tip,0,other
X.6912..xylitol..15.376,6-108858932,0,-9.6207213709666e-05,res.fixed_dsnps_X.6912..xylitol..15.376_ts_L3Base.csv,6,113349232,res.fixed,L3Base,188830,Metabolite
SecondaryBranchNumber,6-108858932,4.91533032989845e-274,0.0956027125494977,res.fixed_dsnps_SecondaryBranchNumber_ts_L3Tip.csv,6,113349232,res.fixed,L3Tip,0,other
SecondaryBranchNumber,7-40545618,4.91533032989845e-274,-0.045044094099541,res.fixed_dsnps_SecondaryBranchNumber_ts_L3Tip.csv,7,42015303,res.fixed,L3Tip,0,other
SecondaryBranchNumber,7-153575976,4.91533032989845e-274,0.156677228826483,res.fixed_dsnps_SecondaryBranchNumber_ts_L3Tip.csv,7,158867318,res.fixed,L3Tip,0,other
SecondaryBranchNumber,8-97456848,4.91533032989845e-274,-0.0997115440774913,res.fixed_dsnps_SecondaryBranchNumber_ts_L3Tip.csv,8,99894497,res.fixed,L3Tip,0,other
SecondaryBranchNumber,9-140912297,4.91533032989845e-274,-0.0674125333046275,res.fixed_dsnps_SecondaryBranchNumber_ts_L3Tip.csv,9,143320625,res.fixed,L3Tip,0,other
SecondaryBranchNumber,10-145197267,4.91533032989845e-274,-0.119820023956875,res.fixed_dsnps_SecondaryBranchNumber_ts_L3Tip.csv,10,146539199,res.fixed,L3Tip,0,other
SecondaryBranchNumber,10-145197267,0,-0.0971412930056545,res.fixed_dsnps_SecondaryBranchNumber_ts_LMAD.csv,10,146539199,res.fixed,LMAD,0,other
