v3_id,v4_id,category,trait,tissue,p_adjusted,coef,num_of_times_identified,chromosome_name,start_position,end_position,description
GRMZM2G000764,Zm00001d052213,other,TilleringIndex,L3Base,0.000721001,0.00819119,1,4,183434198,183439948,Probable pectin methyltransferase QUA2
GRMZM2G000909,Zm00001d045494,other,NIRProtein,LMAN,0.001333816,0.170587637,1,9,24432148,24433452,BEST Arabidopsis thaliana protein match is: BTB/POZ domain-containing protein (TAIR:AT3G05675.1); Has 1807 Blast hits to 1807 proteins in 277 species: Archae - 0; Bacteria - 0; Metazoa - 736; Fungi - 347; Plants - 385; Viruses - 0; Other Eukaryotes  /.../(source: NCBI BLink).
GRMZM2G001592,Zm00001d032837,Metabolite,X.892..myo.inositol..19.354..s100,GRoot,0.034459034,-0.001811373,1,1,239718927,239720863,
GRMZM2G002297,Zm00001d011519,Metabolite,X.6508..quinic.acid..17.076..s100,L3Tip,0.00827642,0.004807318,1,8,153380566,153388211,Magnesium transporter CorA-like family protein
GRMZM2G002420,Zm00001d053367,Seed Traits,CobWeight,L3Tip,0.033985671,0.540876523,1,4,227757287,227761033,AGP16
GRMZM2G002606,,other,Spikelets.MainSpike,L3Tip,0.006397294,0.331992363,1,,,,
GRMZM2G003124,Zm00001d026122,Male Inflorescence,TasselLength,LMAN,0.037287751,-5.568633238,1,10,138963838,138968153,Syntaxin-81
GRMZM2G003409,Zm00001d007187,Metabolite,X.5810..trans.4.hydroxy.L.proline.2..13.267,L3Base,0.000305716,0.000175994,2,2,224120990,224123245,hydroxyproline-rich glycoprotein family protein
GRMZM2G003409,Zm00001d007187,Metabolite,X.6255..maltose..2..24.915,L3Tip,2.13E-10,0.000346667,2,2,224120990,224123245,hydroxyproline-rich glycoprotein family protein
GRMZM2G003640,Zm00001d033371,other,NIROil,L3Tip,0.001050629,0.083758948,1,1,260861765,260871429,Dual specificity protein phosphatase 1B
GRMZM2G003750,Zm00001d023374,Metabolite,X.6255..maltose..2..24.915,L3Tip,2.02E-06,0.000272062,1,10,4263636,4265759,CAAX amino terminal protease family protein
GRMZM2G004079,Zm00001d031844,Metabolite,X.444266..maleic.acid..10.323,L3Tip,0.003298368,2.57E-06,1,1,203695884,203699106,Serine/threonine-protein kinase PEPKR2
GRMZM2G004703,Zm00001d010650,Metabolite,X.6255..maltose..2..24.915,L3Tip,0.00861647,-0.000152385,1,8,122947080,122947421,Calmodulin
GRMZM2G005350,Zm00001d011037,Metabolite,X.750..glycine..10.456..s100,GShoot,0.004748143,-0.020038679,1,8,137163480,137166111,MAP kinase phosphatase isoform 1%3B MAP kinase phosphatase isoform 2
GRMZM2G005461,,Metabolite,X.637775..3.5.dimethoxy.4.hydroxycinnamic.acid.2..20.65,LMAD,0.002648387,5.89E-05,1,,,,
GRMZM2G005640,Zm00001d053283,Male Inflorescence,TasselLength,LMAN,0.038798969,-5.284911233,1,4,223933580,223937015,Putative ribosomal protein S4 (RPS4A) family protein isoform 1%3B Putative ribosomal protein S4 (RPS4A) family protein isoform 2%3B Putative ribosomal protein S4 (RPS4A) family protein isoform 3
GRMZM2G005938,Zm00001d024248,Metabolite,X.51..alpha.ketoglutaric.acid..13.859,GShoot,0.001861573,0.000267003,1,10,59441463,59446450,ppr*-59040;pentatricopeptide repeat*-59040: pentatricopeptide repeat-containing protein orthologous to At3g59040
GRMZM2G006377,Zm00001d038650,Male Inflorescence,TasselPrimaryBranches,GShoot,0.023015904,0.495395737,1,6,161720010,161726844,xylem bark cysteine peptidase 3
GRMZM2G006753,,other,SouthernLeafBlight,L3Tip,0.001083054,-0.163465447,2,,,,
GRMZM2G006753,,Metabolite,X.204..allantoin.1..17.293,L3Tip,0.030972234,0.00115995,2,,,,
GRMZM2G007486,Zm00001d028109,Metabolite,X.738..L.glutamine.2..14.083,L3Tip,0.000986997,5.47E-05,1,1,23110479,23114096,Peptidyl-prolyl cis-trans isomerase CYP65
GRMZM2G008123,Zm00001d041049,Metabolite,X.6255..maltose..2..24.915,L3Base,0.013687927,-0.00014474,1,3,92907263,92913722,E3 ubiquitin-protein ligase SINA-like 10
GRMZM2G008247,Zm00001d024037,Female Inflorescence,EarRowNumber,L3Tip,3.86E-05,-0.314643292,1,10,38844199,38849055,Beta-glucosidase2
GRMZM2G009139,Zm00001d045130,Metabolite,X.642609..trans.caftaric.acid.2..25.529,L3Base,7.76E-05,0.00047738,1,9,13727597,13729390,Putative UPF0481 protein
GRMZM2G009232,Zm00001d029183,Metabolite,X.6537496..chlorogenic.acid.2..27.18._alt,LMAN,0.002414521,0.002911866,2,1,61469815,61472476,cytochrome P450 family 81 subfamily D polypeptide 8
GRMZM2G009232,Zm00001d029183,Metabolite,X.8742..shikimic.acid..16.433..s100,LMAN,0.019821484,0.001351381,2,1,61469815,61472476,cytochrome P450 family 81 subfamily D polypeptide 8
GRMZM2G009282,Zm00001d039994,other,NumberofTilleringPlants,Kern,4.13E-12,0.044865801,1,3,22276219,22281890,Alpha-xylosidase 1
GRMZM2G009719,Zm00001d009118,Metabolite,X.738..L.glutamine.2..14.083,L3Base,0.013406287,4.46E-05,1,8,37520293,37521579,Adenine nucleotide alpha hydrolases-like superfamily protein
GRMZM2G010054,Zm00001d033734,Seed Traits,TotalSeedWeight,LMAD,0.000573739,-2.05736086,2,1,272416586,272421931,Coatomer subunit alpha-1
GRMZM2G010054,Zm00001d033734,Seed Traits,EarWeight,LMAD,0.019939673,-2.024668665,2,1,272416586,272421931,Coatomer subunit alpha-1
GRMZM2G010095,Zm00001d024049,Female Inflorescence,EarRankNumber,L3Base,0.017782771,-0.189271811,1,10,39765508,39781464,BEST Arabidopsis thaliana protein match is: nucleolar protein gar2-related (TAIR:AT2G42320.2); Has 3163 Blast hits to 2460 proteins in 357 species: Archae - 16; Bacteria - 291; Metazoa - 841; Fungi - 335; Plants - 248; Viruses - 72; Other Eukaryotes /.../0 (source: NCBI BLink).
GRMZM2G010433,Zm00001d037229,Metabolite,X.444266..maleic.acid..10.323,LMAN,0.002151507,6.41E-06,3,6,116920317,116926344,Transmembrane amino acid transporter family protein
GRMZM2G010433,Zm00001d037229,Metabolite,X.12647..L.homoserine.2..12.359,GRoot,0.022887698,0.00016261,3,6,116920317,116926344,Transmembrane amino acid transporter family protein
GRMZM2G010433,Zm00001d037229,Metabolite,X.6288..L.threonine.2..11.464,GRoot,0.012422884,0.001599835,3,6,116920317,116926344,Transmembrane amino acid transporter family protein
GRMZM2G010685,Zm00001d030827,Metabolite,X.9750..citrulline.2..16.691,L3Tip,0.007408072,0.000411146,1,1,162050269,162052045,MMS19 nucleotide excision repair protein homolog
GRMZM2G010927,Zm00001d010693,Metabolite,X.5984..fructose.1..17.18..s100,L3Tip,2.54E-05,0.008601914,1,8,124738149,124740137,21.7 kDa class VI heat shock protein
GRMZM2G011469,Zm00001d052295,other,TasselBranchLength,LMAN,0.029123281,-3.368337904,1,4,186310057,186316348,Probable inactive poly [ADP-ribose] polymerase SRO1
GRMZM2G011523,,Metabolite,X.1001..phenethylamine..13.742,Kern,0.024302886,-0.000350827,1,,,,
GRMZM2G012685,Zm00001d037080,Seed Traits,CobWeight,L3Tip,0.000581502,0.70457083,1,6,111637292,111640270,Putative leucine-rich repeat receptor-like protein kinase family protein
GRMZM2G012926,Zm00001d014328,Metabolite,X.119..gamma.aminobutyric.acid..GABA...13.326,L3Tip,0.006147408,0.001467303,1,5,41100171,41101676,
GRMZM2G013201,Zm00001d039273,other,Spikelets.MainSpike,Kern,0.020954438,0.410497427,1,3,900767,901685,SOUL heme-binding family protein
GRMZM2G013324,Zm00001d017036,Metabolite,X.311..citric.acid..16.615..s100,LMAN,0.008086981,0.001371364,1,5,183328274,183333494,Glycerophosphodiester phosphodiesterase GDPDL3
GRMZM2G013378,Zm00001d040393,other,GerminationCount,LMAN,0.001055819,-0.150448298,1,3,41209163,41210950,BSD domain-containing protein
GRMZM2G013546,Zm00001d049162,other,MiddleLeafAngle,Kern,0.000972584,-1.306799838,1,4,18524687,18525670,Expressed protein;  protein
GRMZM2G013634,Zm00001d027385,other,SouthernLeafBlight,GShoot,0.000835806,-0.153338305,1,1,4118697,4120755,2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein
GRMZM2G014392,Zm00001d033222,Metabolite,X.444266..maleic.acid..10.323,L3Tip,0.001032483,-2.98E-06,1,1,255021507,255023321,vp14;viviparous14: viviparous; yellow endosperm; abscisic acid biosynthesis; SSR umc1218
GRMZM2G014580,,other,SouthernLeafBlight,LMAN,2.10E-08,-0.215642676,1,,,,
GRMZM2G014797,Zm00001d040786,Metabolite,X.439183..3.phosphoglyceric.acid..16.504,L3Tip,0.034552768,-0.000413297,1,3,65871460,65871780,
GRMZM2G015067,Zm00001d028113,Female Inflorescence,EarRowNumber,L3Tip,0.008004833,0.204415697,1,1,23243301,23250772,SURF1
GRMZM2G015127,Zm00001d017516,other,TasselBranchLength,Kern,0.000386257,-5.696301249,1,5,198490145,198492974,Actin-depolymerizing factor
GRMZM2G015280,Zm00001d047514,Metabolite,X.637775..3.5.dimethoxy.4.hydroxycinnamic.acid.2..20.65,GRoot,6.70E-08,7.00E-05,1,9,133158891,133160539,Peroxidase 52
GRMZM2G015908,Zm00001d043621,Metabolite,X.5321515..stigmasterol..28.442,GShoot,4.46E-08,9.05E-05,1,3,205387381,205388211,Phosphatase phospho1
GRMZM2G016275,Zm00001d044781,Metabolite,X.236..L.asparagine.2..14.984,L3Tip,0.006372204,-0.004343708,1,9,2214013,2216380,Putative thiol-disulphide oxidoreductase DCC
GRMZM2G016346,Zm00001d024799,Metabolite,X.6537496..chlorogenic.acid.1..26.37,L3Tip,5.12E-07,0.000715937,1,10,88684061,88684357,
GRMZM2G016890,Zm00001d023994,Metabolite,X.5810..trans.4.hydroxy.L.proline.2..13.267,Kern,9.27E-06,0.000227029,1,10,35174831,35179918,Beta-glucosidase%2C chloroplastic
GRMZM2G016948,Zm00001d052234,Metabolite,X.6262..L.ornithine.2..16.632,GRoot,0.01562247,0.000605649,2,4,184184459,184186027,
GRMZM2G016948,Zm00001d052234,Metabolite,X.239..Beta..alanine..1..12.044,GRoot,3.73E-05,0.001174201,2,4,184184459,184186027,
GRMZM2G017159,Zm00001d051832,Development,EarHeight,LMAD,0.003689111,2.742908375,1,4,171496173,171497630,
GRMZM2G017550,Zm00001d022067,other,TilleringIndex,L3Base,2.29E-07,0.013405588,2,7,169289768,169291428,Glycerophosphodiester phosphodiesterase GDPD5
GRMZM2G017550,Zm00001d022067,other,NumberofTilleringPlants,L3Base,1.12E-10,0.059861123,2,7,169289768,169291428,Glycerophosphodiester phosphodiesterase GDPD5
GRMZM2G017629,Zm00001d031345,Metabolite,X.9750..citrulline.2..16.691,L3Tip,1.80E-05,0.000616908,1,1,186945218,186946580,bnlg2057; :
GRMZM2G017894,Zm00001d022428,Seed Traits,TotalKernelVolume,L3Tip,0.000137929,1.50902016,1,7,177456153,177465116,Probable galacturonosyltransferase 7
GRMZM2G017923,Zm00001d018360,other,RowQuality,LMAD,0.003936098,-0.016542739,1,5,219161503,219165844,Zinc finger CCCH domain-containing protein 22
GRMZM2G017961,Zm00001d006214,Metabolite,X.637542..4.hydroxycinnamic.acid..17.854,L3Base,0.00181066,-0.000284207,1,2,201993607,202010674,Lon protease homolog 2 peroxisomal
GRMZM2G018417,Zm00001d027578,Metabolite,X.6255..maltose..2..24.915,L3Base,0.014211008,0.00017666,1,1,8363014,8365720,ommp1;outer mitochondrial membrane porin1:
GRMZM2G018955,Zm00001d005503,Leaf Morphology,LeafLength,L3Tip,0.003873669,11.70371343,1,2,176562853,176567171,
GRMZM2G019090,Zm00001d041772,Female Inflorescence,EarRowNumber,GShoot,5.36E-06,0.278097243,1,3,136996989,137007669,gst18;glutathione transferase18:
GRMZM2G019596,Zm00001d010495,Metabolite,X.6288..L.threonine.2..11.464,L3Base,0.001226854,0.001416851,1,8,118000011,118007378,Vesicle-associated protein 2-2
GRMZM2G019641,,Metabolite,X.439194..glyceric.acid..10.735,L3Base,3.67E-07,0.001280464,1,,,,
GRMZM2G019686,Zm00001d042217,Metabolite,X.5984..fructose.1..17.18..s100,GShoot,0.003030927,0.005721048,1,3,156522883,156523445,FPF1-like protein 1
GRMZM2G020148,Zm00001d008305,Seed Traits,TotalSeedWeight,LMAD,0.003490616,1.772822581,2,8,4713419,4715161,TRAM LAG1 and CLN8 (TLC) lipid-sensing domain containing protein
GRMZM2G020148,Zm00001d008305,Seed Traits,EarWeight,LMAD,0.049724319,1.770316209,2,8,4713419,4715161,TRAM LAG1 and CLN8 (TLC) lipid-sensing domain containing protein
GRMZM2G020928,Zm00001d039014,other,TilleringIndex,L3Tip,0.004335678,0.007594948,1,6,168713527,168714450,Splicing factor U2af small subunit A
GRMZM2G021035,,Metabolite,X.439183..3.phosphoglyceric.acid..16.504,LMAD,0.000218928,0.000429425,1,,,,
GRMZM2G021410,Zm00001d039701,Metabolite,X.204..allantoin.1..17.293,GShoot,0.002928392,0.002249953,1,3,12554733,12560537,alpha/beta-Hydrolases superfamily protein
GRMZM2G021802,Zm00001d025304,Flowering Time,GDDAnthesis.SilkingInterval,LMAD,0.000110826,-2.122832126,1,10,113471249,113475000,DNA cross-link repair protein SNM1
GRMZM2G022347,Zm00001d003877,Metabolite,X.6537496..chlorogenic.acid.2..27.18._alt,LMAN,0.012531199,0.002682716,1,2,64525595,64526098,Pollen-specific protein-like
GRMZM2G022563,Zm00001d002103,Seed Traits,TotalKernelVolume,L3Base,0.00549534,-1.188485316,1,2,5981831,5989287,3-oxoacyl-[acyl-carrier-protein] synthase III chloroplastic
GRMZM2G022679,Zm00001d043411,Metabolite,X.642609..trans.caftaric.acid.2..25.529,L3Base,2.32E-09,0.00089817,1,3,199019233,199021284,ga2ox3;gibberellin 2-oxidase3:
GRMZM2G023059,Zm00001d031946,other,TasselBranchLength,L3Tip,0.00500874,-4.258334611,1,1,207701153,207705140,
GRMZM2G023946,Zm00001d003848,other,SouthernLeafBlight,L3Tip,0.000575607,-0.159625703,1,2,62255456,62263760,
GRMZM2G024655,Zm00001d008356,Metabolite,X.6508..quinic.acid..17.076..s100,L3Tip,0.000750832,0.005670643,1,8,6168205,6172172,C2H2 and C2HC zinc fingers superfamily protein
GRMZM2G024733,Zm00001d040340,Metabolite,X.33032..L.glutamic.acid.3..dehydrated...13.232..s100,LMAD,0.000727491,0.000849355,1,3,38778973,38786131,PQ-loop repeat family protein / transmembrane family protein
GRMZM2G025742,,Seed Traits,TotalSeedWeight,LMAN,0.000303673,1.861151112,2,,,,
GRMZM2G025742,,Seed Traits,TotalKernelNum,L3Tip,0.000963737,0.426448934,2,,,,
GRMZM2G025882,Zm00001d009929,Development,EarHeight,LMAD,0.024843563,2.279713988,1,8,90224127,90225398,Beta-propeller domain of methanol dehydrogenase type%3B Beta-propeller domains of methanol dehydrogenase type
GRMZM2G026470,Zm00001d010171,Metabolite,X.6255..maltose..2..24.915,L3Tip,0.0333131,-0.000156281,1,8,102865067,102866878,Soluble inorganic pyrophosphatase 1
GRMZM2G026780,Zm00001d033846,Metabolite,X.642609..trans.caftaric.acid.2..25.529,L3Tip,6.13E-06,0.000641183,1,1,275610676,275610975,
GRMZM2G026869,,Metabolite,X.637542..4.hydroxycinnamic.acid..17.854,L3Base,0.031669728,0.000224593,1,,,,
GRMZM2G027021,Zm00001d048944,Seed Traits,CobWeight,L3Tip,0.010498931,0.594546718,1,4,10376067,10385318,GTP-binding protein hflX
GRMZM2G027135,Zm00001d014080,Metabolite,X.439451..galactinol.2..26.479,L3Base,0.020345635,0.000885227,1,5,31726007,31729760,
GRMZM2G027479,Zm00001d053007,Metabolite,X.835..dehydroascorbic.acid..1..16.863,GRoot,0.048067765,0.000188636,1,4,208796971,208799934,
GRMZM2G027857,Zm00001d011984,Metabolite,X.239..Beta..alanine..1..12.044,GShoot,2.98E-05,-0.001075201,1,8,165880817,165889059,Beclin-1-like protein
GRMZM2G028218,Zm00001d013111,Female Inflorescence,CobDiameter,GRoot,0.010771366,0.317668506,1,5,4796152,4799203,DnaJ protein
GRMZM2G028438,Zm00001d051461,other,EarDiameter,Kern,0.04198825,-0.29070919,1,4,159541879,159543702,Chitin-inducible gibberellin-responsive protein 2
GRMZM2G028721,Zm00001d040442,Metabolite,X.204..allantoin.1..17.293,L3Tip,1.57E-05,0.001404634,1,3,43569410,43571119,Presenilin-like protein
GRMZM2G028758,Zm00001d035736,Metabolite,X.239..Beta..alanine..1..12.044,L3Base,4.31E-05,-0.00095291,1,6,44288172,44292160,MACPF domain-containing protein
GRMZM2G030293,Zm00001d047697,Metabolite,X.637542..4.hydroxycinnamic.acid..17.854,Kern,0.016241994,-0.000173589,1,9,139474060,139475702,40S ribosomal protein S28
GRMZM2G030444,,Metabolite,X.9750..citrulline.2..16.691,GShoot,0.00244208,0.000225709,1,,,,
GRMZM2G031065,Zm00001d031801,other,MiddleLeafAngle,L3Base,9.08E-05,1.213297288,1,1,202184534,202185601,Probable carboxylesterase 2
GRMZM2G031261,Zm00001d023385,Metabolite,X.119..gamma.aminobutyric.acid..GABA...13.326,L3Tip,6.08E-08,0.002455,1,10,4347611,4348392,psk4;phytosulfokine4:
GRMZM2G031311,Zm00001d037784,Metabolite,X.1001..phenethylamine..13.742,L3Tip,0.006546611,0.000260852,1,6,137680490,137684176,sm1;salmon silks1: silks salmon color with P1-rr and P1-wr
GRMZM2G031825,Zm00001d029036,Metabolite,X.642609..trans.caftaric.acid.2..25.529,L3Base,8.99E-09,-0.00063963,1,1,55560773,55565406,Hydroxyacylglutathione hydrolase cytoplasmic
GRMZM2G032218,Zm00001d002503,Flowering Time,GDDDaystoSilk,LMAD,0.04934639,-11.69940974,2,2,14159122,14168043,ABC transporter C family member 9
GRMZM2G032218,Zm00001d002503,Flowering Time,DaystoSilk,LMAD,0.049985497,-0.846994541,2,2,14159122,14168043,ABC transporter C family member 9
GRMZM2G033515,Zm00001d044021,Female Inflorescence,EarRankNumber,L3Tip,0.001919708,-0.332438804,1,3,216967820,216972096,Isocitrate dehydrogenase [NADP]
GRMZM2G034313,Zm00001d025222,Metabolite,X.2724705..1.6.anhydro.glucose..15.326,L3Tip,0.001128694,0.000142179,1,10,109967184,109969328,splicing factor-related
GRMZM2G034471,Zm00001d006193,Metabolite,X.3037582..mucic.acid..18.907,L3Tip,5.25E-07,0.000772783,1,2,201255021,201257277,cytochrome P450 family 78 subfamily A polypeptide 8
GRMZM2G034848,Zm00001d005674,Metabolite,X.3037582..mucic.acid..18.907,L3Base,0.046773808,0.000329304,1,2,182914026,182928799,Enolase
GRMZM2G035134,Zm00001d044395,Metabolite,X.738..L.glutamine.2..14.083,L3Tip,1.99E-10,0.000156302,1,3,227055572,227057360,Phosphoethanolamine/phosphocholine phosphatase
GRMZM2G035248,Zm00001d013210,Metabolite,X.204..allantoin.1..17.293,LMAD,2.73E-07,0.004597788,1,5,6604879,6605949,
GRMZM2G035502,Zm00001d035595,Metabolite,X.12647..L.homoserine.2..12.359,L3Base,0.045966831,0.000196873,1,6,35975616,35978715,dhar3;dehydroascorbate reductase like3:
GRMZM2G035944,Zm00001d010730,Metabolite,X.5810..trans.4.hydroxy.L.proline.2..13.267,L3Base,6.80E-05,0.000177894,1,8,126238922,126239749,Transcription factor TCP5
GRMZM2G036365,Zm00001d053001,Metabolite,X.6255..maltose..2..24.915,LMAN,3.79E-15,0.000623757,1,4,208310715,208311971,Eukaryotic aspartyl protease family protein
GRMZM2G036916,Zm00001d020325,Metabolite,X.738..L.glutamine.2..14.083,L3Tip,0.000269599,5.58E-05,1,7,106755372,106760086,Putative potassium transporter 12
GRMZM2G036980,Zm00001d010661,Metabolite,X.5951..L.serine.2..11.174..s100,L3Base,9.91E-13,0.010910957,8,8,123211885,123212355,
GRMZM2G036980,Zm00001d010661,Metabolite,X.6288..L.threonine.2..11.464,L3Tip,0.007127275,0.001500746,8,8,123211885,123212355,
GRMZM2G036980,Zm00001d010661,Metabolite,X.12647..L.homoserine.2..12.359,L3Base,6.27E-09,0.000406564,8,8,123211885,123212355,
GRMZM2G036980,Zm00001d010661,Metabolite,X.5321342..beta.sitosterol..28.848,L3Tip,0.000818797,0.00020127,8,8,123211885,123212355,
GRMZM2G036980,Zm00001d010661,Metabolite,X.239..Beta..alanine..1..12.044,L3Base,9.14E-12,0.001985348,8,8,123211885,123212355,
GRMZM2G036980,Zm00001d010661,Metabolite,X.6288..L.threonine.2..11.464,L3Base,5.36E-12,0.003367558,8,8,123211885,123212355,
GRMZM2G036980,Zm00001d010661,Metabolite,X.754..glycerol.1.phosphate..16.056,L3Base,2.21E-05,0.001656029,8,8,123211885,123212355,
GRMZM2G036980,Zm00001d010661,Metabolite,X.119..gamma.aminobutyric.acid..GABA...13.326,L3Base,2.37E-07,0.00313766,8,8,123211885,123212355,
GRMZM2G037128,Zm00001d054080,Seed Traits,X20KernelWeight,LMAN,0.004584416,0.093210747,1,4,246034945,246038140,Trihelix transcription factor GTL2
GRMZM2G037209,Zm00001d040780,Metabolite,X.6288..L.threonine.2..11.464,GRoot,0.03592425,0.001266559,1,3,65423933,65426147,
GRMZM2G037617,,Metabolite,X.5460935..turanose.1..24.81,L3Base,7.68E-05,0.000629995,1,,,,
GRMZM2G037627,Zm00001d020791,Development,PlantHeight,GShoot,9.07E-05,2.80873159,2,7,132829319,132830404,RING-H2 finger protein ATL5F
GRMZM2G037627,Zm00001d020791,Development,EarHeight,GShoot,3.89E-06,2.451084623,2,7,132829319,132830404,RING-H2 finger protein ATL5F
GRMZM2G037882,Zm00001d019374,Metabolite,X.8742..shikimic.acid..16.433..s100,LMAN,0.009546477,0.0015563,1,7,30595029,30598300,
GRMZM2G039278,Zm00001d034104,Metabolite,X.938..nicotinic.acid..10.27,L3Tip,0.002533994,0.000109199,1,1,284067665,284068684,Cytochrome P450 CYP81A4
GRMZM2G039542,Zm00001d013966,Metabolite,X.439194..glyceric.acid..10.735,L3Base,1.49E-06,-0.001183466,2,5,26539982,26542353,Succinate dehydrogenase subunit 3
GRMZM2G039542,Zm00001d013966,Metabolite,X.5810..trans.4.hydroxy.L.proline.2..13.267,L3Base,0.00732757,0.000143783,2,5,26539982,26542353,Succinate dehydrogenase subunit 3
GRMZM2G039580,Zm00001d048771,Metabolite,X.637542..4.hydroxycinnamic.acid..17.854,L3Base,0.042586174,0.000227452,1,4,5258510,5260332,Putative polyol transporter 1
GRMZM2G040079,Zm00001d021145,Seed Traits,CobWeight,GRoot,0.002186156,0.587028564,1,7,144088215,144096509,Bromodomain protein 103
GRMZM2G040278,Zm00001d048185,Seed Traits,TotalKernelNum,L3Base,5.34E-05,0.518733269,2,9,151986704,151987246,F-box protein SNE
GRMZM2G040278,Zm00001d048185,Seed Traits,TotalKernelVolume,L3Base,0.002471957,1.273604714,2,9,151986704,151987246,F-box protein SNE
GRMZM2G040991,Zm00001d000035,other,RowQuality,L3Tip,0.044118377,-0.006403404,1,B73V4_ctg182,384330,387202,
GRMZM2G041463,Zm00001d038048,Metabolite,X.236..L.asparagine.2..14.984,LMAN,0.011052146,0.004704759,1,6,146337395,146338774,CBL-interacting serine/threonine-protein kinase 15%3B Putative CBL-interacting protein kinase family protein
GRMZM2G042171,Zm00001d028164,Metabolite,X.6508..quinic.acid..17.076..s100,L3Tip,0.003802559,0.004696949,1,1,24946609,24951403,Sulfate transporter 2.2
GRMZM2G042245,Zm00001d015200,Flowering Time,GDDDaystoSilk,Kern,0.023571552,-9.80794748,1,5,78979001,78984518,5'-AMP-activated protein kinase-related
GRMZM2G042438,Zm00001d017935,Metabolite,X.6255..maltose.1..24.702,L3Base,0.005206548,0.000184619,1,5,210378851,210382756,zinc ion binding
GRMZM2G043238,Zm00001d009270,Metabolite,X.6288..L.threonine.2..11.464,GRoot,0.01951128,0.001312845,1,8,49685540,49721525,Protein HASTY 1
GRMZM2G043584,Zm00001d028317,other,SecondaryBranchNumber,GRoot,0.029215522,-0.084397799,1,1,30517819,30521296,Leucine-rich repeat receptor-like serine/threonine-protein kinase BAM3
GRMZM2G043843,Zm00001d044669,Metabolite,X.738..L.glutamine.2..14.083,L3Base,0.015388709,5.01E-05,1,3,234440135,234442192,Calcium uniporter protein 5 mitochondrial
GRMZM2G044354,Zm00001d030620,Seed Traits,TotalKernelVolume,GShoot,0.034204201,-0.839858109,1,1,148968958,148978546,Protein OS-9 homolog
GRMZM2G044788,Zm00001d016651,Metabolite,X.5810..trans.4.hydroxy.L.proline.2..13.267,LMAN,0.002291734,0.000122599,1,5,171267921,171268872,
GRMZM2G045303,Zm00001d049357,Metabolite,X.128869..galactonic.acid.2..18.504,L3Tip,0.00244337,4.58E-05,1,4,27754839,27761380,26S proteasome non-ATPase regulatory subunit 1 homolog B
GRMZM2G045404,Zm00001d017863,other,MiddleLeafAngle,GShoot,0.006528475,1.016953439,1,5,209096527,209100036,Protein-tyrosine-phosphatase IBR5
GRMZM2G045753,Zm00001d048970,other,TasselBranchLength,Kern,0.036551976,-3.929660974,1,4,11115645,11121173,Glycerophosphodiester phosphodiesterase GDPD4
GRMZM2G046601,Zm00001d048050,Metabolite,X.444212..trans.aconitic.acid..15.842..s100,L3Base,0.001030604,0.001996803,1,9,148903155,148910943,Glutamine synthetase3 isoform 1%3B Glutamine synthetase3 isoform 2
GRMZM2G046733,,Flowering Time,DaysToTassel,GRoot,0.047481549,-0.607396156,1,,,,
GRMZM2G046782,Zm00001d025900,Metabolite,X.1001..phenethylamine..13.742,Kern,0.021418235,0.000426135,1,10,133321693,133323074,Putative GEM-like protein 8
GRMZM2G046911,Zm00001d043193,Metabolite,X.6508..quinic.acid..17.076..s100,L3Tip,0.027315312,0.004594908,1,3,191195628,191196614,
GRMZM2G047152,Zm00001d010269,Seed Traits,CobWeight,GRoot,0.001356547,-0.598202552,1,8,106754905,106758240,Putative disease resistance RPP13-like protein 1
GRMZM2G047299,Zm00001d034521,Metabolite,X.9750..citrulline.2..16.691,Kern,0.040563371,0.00022916,2,1,295609893,295612648,Brain protein 44-like protein
GRMZM2G047299,Zm00001d034521,Metabolite,X.9750..citrulline.2..16.691,L3Base,0.000133164,0.000550541,2,1,295609893,295612648,Brain protein 44-like protein
GRMZM2G047365,Zm00001d034600,Male Inflorescence,TasselLength,GShoot,0.000386953,-5.577991605,1,1,297593232,297596522,Sphingomyelin synthetase family protein
GRMZM2G047590,Zm00001d001946,Metabolite,X.5810..trans.4.hydroxy.L.proline.2..13.267,GRoot,0.000129854,-0.000155466,1,2,3397867,3402119,
GRMZM2G048274,Zm00001d053109,Metabolite,X.92824..D.malic.acid..12.794..s100,GShoot,8.17E-11,0.003642123,1,4,214211925,214218577,DUF724 domain-containing protein 2
GRMZM2G048277,Zm00001d020438,Male Inflorescence,TasselPrimaryBranches,GRoot,0.004004024,0.601821657,1,7,114216529,114218933,Peptidyl-prolyl cis-trans isomerase NIMA-interacting 4
GRMZM2G048411,Zm00001d005958,Metabolite,X.827..ribitol..15.66,LMAN,0.001086195,0.000202195,1,2,193814484,193820330,mbd117;methyl binding domain117:
GRMZM2G048910,Zm00001d037334,other,TasselBranchLength,L3Tip,0.00039941,4.669229313,1,6,121922624,121924231,Odorant 1 protein%3B Putative MYB DNA-binding domain superfamily protein
GRMZM2G048928,Zm00001d005368,Female Inflorescence,EarRowNumber,GRoot,0.032173864,-0.176988448,1,2,171115942,171122381,
GRMZM2G049057,Zm00001d032027,Metabolite,X.6262..L.ornithine.2..16.632,LMAD,0.005627359,-0.000625287,1,1,209851567,209853560,THAUMATIN-LIKE PROTEIN 1
GRMZM2G049190,Zm00001d028539,other,SeedSetLength,Kern,0.006446257,1.639491262,1,1,38638860,38643914,Sulfoquinovosyl transferase SQD2
