snps_for_medi,medi,coef,file,method,tissue,trait,seq,Pos
6-106612078,GRMZM2G079682,-0.113516696835153,res.fixed_indirect_TotalSeedWeight_ts_GShoot.csv,res.fixed,GShoot,TotalSeedWeight,6,109747741
8-173061066,GRMZM5G884600,-0.25642176712592,res.fixed_indirect_X.6287..L.valine.2..9.151_ts_GShoot.csv,res.fixed,GShoot,X.6287..L.valine.2..9.151,8,178734276
8-173061066,GRMZM2G474651,-0.0701508245302161,res.fixed_indirect_SouthernLeafBlight_ts_GRoot.csv,res.fixed,GRoot,SouthernLeafBlight,8,178734276
8-173061066,GRMZM2G079682,0.156748771712778,res.fixed_indirect_TotalSeedWeight_ts_GShoot.csv,res.fixed,GShoot,TotalSeedWeight,8,178734276
9-11736787,GRMZM2G079682,0.178745085332791,res.fixed_indirect_TotalSeedWeight_ts_GShoot.csv,res.fixed,GShoot,TotalSeedWeight,9,11174203
3-176805903,GRMZM2G019641,0.0160410351171458,res.fixed_indirect_X.439194..glyceric.acid..10.735_ts_L3Base.csv,res.fixed,L3Base,X.439194..glyceric.acid..10.735,3,179348400
5-4580226,GRMZM2G010927,-0.133821407487849,res.fixed_indirect_X.5984..fructose.1..17.18..s100_ts_L3Tip.csv,res.fixed,L3Tip,X.5984..fructose.1..17.18..s100,5,4685429
5-126901646,GRMZM2G175031,0.13073206146291,res.fixed_indirect_TotalSeedWeight_ts_LMAN.csv,res.fixed,LMAN,TotalSeedWeight,5,130075482
7-107930349,GRMZM2G147408,-0.0808035848105689,res.fixed_indirect_X.938..nicotinic.acid..10.27_ts_LMAD.csv,res.fixed,LMAD,X.938..nicotinic.acid..10.27,7,111217605
10-76847994,GRMZM2G179507,-0.086947300070451,res.fixed_indirect_X.754..glycerol.1.phosphate..16.056_ts_LMAN.csv,res.fixed,LMAN,X.754..glycerol.1.phosphate..16.056,10,76196133
10-78355789,GRMZM2G398668,-0.0885266064517884,res.fixed_indirect_X.439742..beta.cyano.L.alanine..11.288_ts_L3Tip.csv,res.fixed,L3Tip,X.439742..beta.cyano.L.alanine..11.288,10,77721913
10-78355789,GRMZM2G386281,-0.0166254555082264,res.fixed_indirect_X.6537496..chlorogenic.acid.2..27.18._alt_ts_GShoot.csv,res.fixed,GShoot,X.6537496..chlorogenic.acid.2..27.18._alt,10,77721913
1-5827385,GRMZM2G138496,0.0819997274075317,res.fixed_indirect_UpperLeafAngle_ts_GShoot.csv,res.fixed,GShoot,UpperLeafAngle,1,5907233
1-16369902,GRMZM2G138496,-0.155933109791815,res.fixed_indirect_UpperLeafAngle_ts_GShoot.csv,res.fixed,GShoot,UpperLeafAngle,1,16744709
1-18959500,GRMZM2G138496,-0.0413797579181744,res.fixed_indirect_UpperLeafAngle_ts_GShoot.csv,res.fixed,GShoot,UpperLeafAngle,1,19299080
1-19689913,GRMZM2G138496,0.014566360014102,res.fixed_indirect_UpperLeafAngle_ts_GShoot.csv,res.fixed,GShoot,UpperLeafAngle,1,20020233
1-19689913,GRMZM2G126603,0.0929525591420639,res.fixed_indirect_X.8742..shikimic.acid..16.433..s100_ts_L3Tip.csv,res.fixed,L3Tip,X.8742..shikimic.acid..16.433..s100,1,20020233
1-24781006,GRMZM2G138496,0.0557217319111539,res.fixed_indirect_UpperLeafAngle_ts_GShoot.csv,res.fixed,GShoot,UpperLeafAngle,1,25156064
1-24781006,GRMZM2G062541,-0.151181418662686,res.fixed_indirect_NIROil_ts_LMAD.csv,res.fixed,LMAD,NIROil,1,25156064
1-29310925,GRMZM2G138496,0.0319896371148667,res.fixed_indirect_UpperLeafAngle_ts_GShoot.csv,res.fixed,GShoot,UpperLeafAngle,1,29571523
1-30925705,GRMZM2G138496,0.092658678784859,res.fixed_indirect_UpperLeafAngle_ts_GShoot.csv,res.fixed,GShoot,UpperLeafAngle,1,31224999
1-37641299,GRMZM2G138496,-0.0320290856443957,res.fixed_indirect_UpperLeafAngle_ts_GShoot.csv,res.fixed,GShoot,UpperLeafAngle,1,38065966
1-42392680,GRMZM2G138496,-0.0473982455460486,res.fixed_indirect_UpperLeafAngle_ts_GShoot.csv,res.fixed,GShoot,UpperLeafAngle,1,42657396
1-57808916,GRMZM2G138496,-0.0723640671897864,res.fixed_indirect_UpperLeafAngle_ts_GShoot.csv,res.fixed,GShoot,UpperLeafAngle,1,58505983
1-90916687,GRMZM2G138496,-0.00741147273783515,res.fixed_indirect_UpperLeafAngle_ts_GShoot.csv,res.fixed,GShoot,UpperLeafAngle,1,92851493
1-229635459,GRMZM2G138496,0.0275532870227623,res.fixed_indirect_UpperLeafAngle_ts_GShoot.csv,res.fixed,GShoot,UpperLeafAngle,1,233101736
1-289341741,GRMZM2G138496,0.00601061410387117,res.fixed_indirect_UpperLeafAngle_ts_GShoot.csv,res.fixed,GShoot,UpperLeafAngle,1,294667254
1-291880338,GRMZM2G138496,0.0555927195515148,res.fixed_indirect_UpperLeafAngle_ts_GShoot.csv,res.fixed,GShoot,UpperLeafAngle,1,297324682
2-1955974,GRMZM2G138496,0.0131098930417152,res.fixed_indirect_UpperLeafAngle_ts_GShoot.csv,res.fixed,GShoot,UpperLeafAngle,2,1945144
2-11632815,GRMZM2G138496,-0.070226330644568,res.fixed_indirect_UpperLeafAngle_ts_GShoot.csv,res.fixed,GShoot,UpperLeafAngle,2,11912933
2-35959160,GRMZM2G138496,-0.064943219072206,res.fixed_indirect_UpperLeafAngle_ts_GShoot.csv,res.fixed,GShoot,UpperLeafAngle,2,36833656
2-62018162,GRMZM2G138496,-0.0215192173771274,res.fixed_indirect_UpperLeafAngle_ts_GShoot.csv,res.fixed,GShoot,UpperLeafAngle,2,62908715
2-197568736,GRMZM2G138496,0.0247684384390841,res.fixed_indirect_UpperLeafAngle_ts_GShoot.csv,res.fixed,GShoot,UpperLeafAngle,2,203330284
2-197747458,GRMZM2G138496,0.0510351617323122,res.fixed_indirect_UpperLeafAngle_ts_GShoot.csv,res.fixed,GShoot,UpperLeafAngle,2,203491135
3-3311017,GRMZM2G128056,0.136027027408461,res.fixed_indirect_X.791..DL.isoleucine.2..10.225_ts_L3Base.csv,res.fixed,L3Base,X.791..DL.isoleucine.2..10.225,3,2566876
3-3311017,GRMZM2G138496,0.0578127856639607,res.fixed_indirect_UpperLeafAngle_ts_GShoot.csv,res.fixed,GShoot,UpperLeafAngle,3,2566876
3-211779169,GRMZM2G138496,0.196364639923726,res.fixed_indirect_UpperLeafAngle_ts_GShoot.csv,res.fixed,GShoot,UpperLeafAngle,3,215365402
3-227365549,GRMZM2G138496,-0.000918824404763779,res.fixed_indirect_UpperLeafAngle_ts_GShoot.csv,res.fixed,GShoot,UpperLeafAngle,3,231194575
3-227549958,GRMZM2G138496,-0.124926741819601,res.fixed_indirect_UpperLeafAngle_ts_GShoot.csv,res.fixed,GShoot,UpperLeafAngle,3,231377199
3-227847571,GRMZM2G043238,-0.0522892489134965,res.fixed_indirect_X.6288..L.threonine.2..11.464_ts_GRoot.csv,res.fixed,GRoot,X.6288..L.threonine.2..11.464,3,231670742
3-227847571,GRMZM2G138496,0.103406611791116,res.fixed_indirect_UpperLeafAngle_ts_GShoot.csv,res.fixed,GShoot,UpperLeafAngle,3,231670742
3-229121165,GRMZM2G138496,-0.012433409537143,res.fixed_indirect_UpperLeafAngle_ts_GShoot.csv,res.fixed,GShoot,UpperLeafAngle,3,232950266
3-229631125,GRMZM2G138496,0.0899511757540467,res.fixed_indirect_UpperLeafAngle_ts_GShoot.csv,res.fixed,GShoot,UpperLeafAngle,3,233461416
3-229725041,GRMZM2G138496,0.0942480120334651,res.fixed_indirect_UpperLeafAngle_ts_GShoot.csv,res.fixed,GShoot,UpperLeafAngle,3,233649013
3-229725041,GRMZM2G034848,0.0788999233995366,res.fixed_indirect_X.3037582..mucic.acid..18.907_ts_L3Base.csv,res.fixed,L3Base,X.3037582..mucic.acid..18.907,3,233649013
3-230291926,GRMZM2G031261,-0.099303981878929,res.fixed_indirect_X.119..gamma.aminobutyric.acid..GABA...13.326_ts_L3Tip.csv,res.fixed,L3Tip,X.119..gamma.aminobutyric.acid..GABA...13.326,3,234108080
3-230291926,GRMZM2G138496,0.0639280468880118,res.fixed_indirect_UpperLeafAngle_ts_GShoot.csv,res.fixed,GShoot,UpperLeafAngle,3,234108080
3-230311925,GRMZM2G138496,0.0244095082126435,res.fixed_indirect_UpperLeafAngle_ts_GShoot.csv,res.fixed,GShoot,UpperLeafAngle,3,234128074
3-230319932,GRMZM2G138496,-0.140278184092355,res.fixed_indirect_UpperLeafAngle_ts_GShoot.csv,res.fixed,GShoot,UpperLeafAngle,3,234136081
3-230411316,GRMZM2G138496,-0.0548464829895569,res.fixed_indirect_UpperLeafAngle_ts_GShoot.csv,res.fixed,GShoot,UpperLeafAngle,3,234226222
3-230481898,GRMZM2G138496,0.105983121879407,res.fixed_indirect_UpperLeafAngle_ts_GShoot.csv,res.fixed,GShoot,UpperLeafAngle,3,234296860
4-14915750,GRMZM2G138496,-0.130308736312066,res.fixed_indirect_UpperLeafAngle_ts_GShoot.csv,res.fixed,GShoot,UpperLeafAngle,4,16027957
4-169957288,GRMZM2G138496,0.0753542595994943,res.fixed_indirect_UpperLeafAngle_ts_GShoot.csv,res.fixed,GShoot,UpperLeafAngle,4,172918336
4-169957288,GRMZM2G010927,-0.111346190417615,res.fixed_indirect_X.5984..fructose.1..17.18..s100_ts_L3Tip.csv,res.fixed,L3Tip,X.5984..fructose.1..17.18..s100,4,172918336
4-205776399,GRMZM2G138496,0.077371666834935,res.fixed_indirect_UpperLeafAngle_ts_GShoot.csv,res.fixed,GShoot,UpperLeafAngle,4,210145217
5-11510283,GRMZM2G138496,0.048090192915911,res.fixed_indirect_UpperLeafAngle_ts_GShoot.csv,res.fixed,GShoot,UpperLeafAngle,5,11929240
5-13318384,GRMZM2G138496,-0.0168094062037688,res.fixed_indirect_UpperLeafAngle_ts_GShoot.csv,res.fixed,GShoot,UpperLeafAngle,5,13663417
5-31246610,GRMZM2G138496,-0.0681057922146577,res.fixed_indirect_UpperLeafAngle_ts_GShoot.csv,res.fixed,GShoot,UpperLeafAngle,5,32263254
5-32509718,GRMZM2G138496,-0.0336974360377752,res.fixed_indirect_UpperLeafAngle_ts_GShoot.csv,res.fixed,GShoot,UpperLeafAngle,5,33651529
5-126724639,GRMZM2G138496,-0.0425689671310537,res.fixed_indirect_UpperLeafAngle_ts_GShoot.csv,res.fixed,GShoot,UpperLeafAngle,5,129895254
5-126724639,GRMZM2G315769,-0.2416193053683,res.fixed_indirect_X.938..nicotinic.acid..10.27_ts_GShoot.csv,res.fixed,GShoot,X.938..nicotinic.acid..10.27,5,129895254
5-152097809,GRMZM2G138496,-0.0683639380470781,res.fixed_indirect_UpperLeafAngle_ts_GShoot.csv,res.fixed,GShoot,UpperLeafAngle,5,155770704
5-153973432,GRMZM2G138496,0.0216909563951081,res.fixed_indirect_UpperLeafAngle_ts_GShoot.csv,res.fixed,GShoot,UpperLeafAngle,5,157711841
5-215276940,GRMZM2G138496,-0.0750079152538362,res.fixed_indirect_UpperLeafAngle_ts_GShoot.csv,res.fixed,GShoot,UpperLeafAngle,5,221084404
6-30332663,GRMZM2G138496,0.0581001351554216,res.fixed_indirect_UpperLeafAngle_ts_GShoot.csv,res.fixed,GShoot,UpperLeafAngle,6,31822947
6-35897329,GRMZM2G138496,0.0290592031893798,res.fixed_indirect_UpperLeafAngle_ts_GShoot.csv,res.fixed,GShoot,UpperLeafAngle,6,37509673
6-44766197,GRMZM2G138496,-0.0544649343065101,res.fixed_indirect_UpperLeafAngle_ts_GShoot.csv,res.fixed,GShoot,UpperLeafAngle,6,46363712
6-65320461,GRMZM2G138496,-0.08983079047561,res.fixed_indirect_UpperLeafAngle_ts_GShoot.csv,res.fixed,GShoot,UpperLeafAngle,6,68067903
6-82273048,GRMZM2G138496,-0.129374386960835,res.fixed_indirect_UpperLeafAngle_ts_GShoot.csv,res.fixed,GShoot,UpperLeafAngle,6,85152748
6-89333563,GRMZM2G138496,0.0245274566749431,res.fixed_indirect_UpperLeafAngle_ts_GShoot.csv,res.fixed,GShoot,UpperLeafAngle,6,91811396
6-103186934,GRMZM2G138496,-0.0385850737232281,res.fixed_indirect_UpperLeafAngle_ts_GShoot.csv,res.fixed,GShoot,UpperLeafAngle,6,106267949
6-113222362,GRMZM2G138496,0.0140835338690274,res.fixed_indirect_UpperLeafAngle_ts_GShoot.csv,res.fixed,GShoot,UpperLeafAngle,6,116916974
6-113222362,GRMZM2G022563,-0.0656277951345945,res.fixed_indirect_TotalKernelVolume_ts_L3Base.csv,res.fixed,L3Base,TotalKernelVolume,6,116916974
6-131007938,GRMZM2G138496,-0.0413856402099519,res.fixed_indirect_UpperLeafAngle_ts_GShoot.csv,res.fixed,GShoot,UpperLeafAngle,6,134918616
6-141139384,GRMZM2G138496,0.109011394820825,res.fixed_indirect_UpperLeafAngle_ts_GShoot.csv,res.fixed,GShoot,UpperLeafAngle,6,145069565
6-167199383,GRMZM2G138496,0.0603423982144072,res.fixed_indirect_UpperLeafAngle_ts_GShoot.csv,res.fixed,GShoot,UpperLeafAngle,6,171148828
7-138790381,GRMZM2G138496,-0.100871586015061,res.fixed_indirect_UpperLeafAngle_ts_GShoot.csv,res.fixed,GShoot,UpperLeafAngle,7,143482328
7-165763592,GRMZM2G138496,-0.0472268057243867,res.fixed_indirect_UpperLeafAngle_ts_GShoot.csv,res.fixed,GShoot,UpperLeafAngle,7,171297462
7-168016418,GRMZM2G161004,0.00790452857013346,res.fixed_indirect_X.439742..beta.cyano.L.alanine..11.288_ts_LMAN.csv,res.fixed,LMAN,X.439742..beta.cyano.L.alanine..11.288,7,173533708
7-168016418,GRMZM2G138496,-0.0233824511871759,res.fixed_indirect_UpperLeafAngle_ts_GShoot.csv,res.fixed,GShoot,UpperLeafAngle,7,173533708
7-170694409,GRMZM2G138496,-0.0102050369372377,res.fixed_indirect_UpperLeafAngle_ts_GShoot.csv,res.fixed,GShoot,UpperLeafAngle,7,176272871
7-170914838,GRMZM2G138496,-0.0466743000015375,res.fixed_indirect_UpperLeafAngle_ts_GShoot.csv,res.fixed,GShoot,UpperLeafAngle,7,176525466
7-174996530,GRMZM2G138496,0.136196642703056,res.fixed_indirect_UpperLeafAngle_ts_GShoot.csv,res.fixed,GShoot,UpperLeafAngle,7,180509739
8-128314120,GRMZM2G138496,-0.145158988843752,res.fixed_indirect_UpperLeafAngle_ts_GShoot.csv,res.fixed,GShoot,UpperLeafAngle,8,132678740
8-148611338,GRMZM2G049057,-0.140293045552047,res.fixed_indirect_X.6262..L.ornithine.2..16.632_ts_LMAD.csv,res.fixed,LMAD,X.6262..L.ornithine.2..16.632,8,153564808
8-148611338,GRMZM2G138496,-0.0124315571129809,res.fixed_indirect_UpperLeafAngle_ts_GShoot.csv,res.fixed,GShoot,UpperLeafAngle,8,153564808
8-163724073,GRMZM2G138496,0.00896133098273701,res.fixed_indirect_UpperLeafAngle_ts_GShoot.csv,res.fixed,GShoot,UpperLeafAngle,8,169169952
9-5206303,GRMZM2G138496,0.00326198189525374,res.fixed_indirect_UpperLeafAngle_ts_GShoot.csv,res.fixed,GShoot,UpperLeafAngle,9,4814109
9-13764068,GRMZM2G138496,0.0543873862820973,res.fixed_indirect_UpperLeafAngle_ts_GShoot.csv,res.fixed,GShoot,UpperLeafAngle,9,13434349
9-141016428,GRMZM2G138496,0.0676867360911684,res.fixed_indirect_UpperLeafAngle_ts_GShoot.csv,res.fixed,GShoot,UpperLeafAngle,9,143449013
9-153060772,GRMZM2G138496,0.0407399158779922,res.fixed_indirect_UpperLeafAngle_ts_GShoot.csv,res.fixed,GShoot,UpperLeafAngle,9,155937413
10-129964508,GRMZM2G138496,0.0801410381959788,res.fixed_indirect_UpperLeafAngle_ts_GShoot.csv,res.fixed,GShoot,UpperLeafAngle,10,131101445
4-63346636,GRMZM2G073347,-0.0514862269477402,res.fixed_indirect_UpperLeafAngle_ts_L3Base.csv,res.fixed,L3Base,UpperLeafAngle,4,65856920
5-23547004,GRMZM2G004157,0.117536358213145,res.fixed_indirect_CobDiameter_ts_L3Tip.csv,res.fixed,L3Tip,CobDiameter,5,24049819
5-201166001,GRMZM2G036365,-0.159534759594365,res.fixed_indirect_X.6255..maltose..2..24.915_ts_LMAN.csv,res.fixed,LMAN,X.6255..maltose..2..24.915,5,206588345
3-159176578,GRMZM2G171650,0.126463436054026,res.fixed_indirect_SouthernLeafBlight_ts_GShoot.csv,res.fixed,GShoot,SouthernLeafBlight,3,160711644
3-159176578,GRMZM2G106590,-0.150708085310413,res.fixed_indirect_EarRankNumber_ts_GRoot.csv,res.fixed,GRoot,EarRankNumber,3,160711644
3-159176578,GRMZM2G171650,0.126463436054026,res.fixed_indirect_DaystoSilk_ts_GShoot.csv,res.fixed,GShoot,DaystoSilk,3,160711644
1-92797386,GRMZM2G073347,0.152553094835105,res.fixed_indirect_UpperLeafAngle_ts_L3Base.csv,res.fixed,L3Base,UpperLeafAngle,1,94941375
5-208354026,GRMZM2G073347,-0.14720603064246,res.fixed_indirect_UpperLeafAngle_ts_L3Base.csv,res.fixed,L3Base,UpperLeafAngle,5,214081345
8-111675174,GRMZM2G472780,-0.020101419619961,res.fixed_indirect_X.33032..L.glutamic.acid.3..dehydrated...13.232..s100_ts_L3Base.csv,res.fixed,L3Base,X.33032..L.glutamic.acid.3..dehydrated...13.232..s100,8,114840772
8-111675174,GRMZM2G073347,0.107697777094528,res.fixed_indirect_UpperLeafAngle_ts_L3Base.csv,res.fixed,L3Base,UpperLeafAngle,8,114840772
1-11496014,GRMZM5G861997,0.114071764824124,res.fixed_indirect_X.6255..maltose..2..24.915_ts_L3Base.csv,res.fixed,L3Base,X.6255..maltose..2..24.915,1,11690610
5-194840710,GRMZM2G130055,0.115347009014745,res.fixed_indirect_X.5460935..turanose.1..24.81_ts_GRoot.csv,res.fixed,GRoot,X.5460935..turanose.1..24.81,5,200113780
2-181416675,GRMZM2G101769,0.0859587910583439,res.fixed_indirect_UpperLeafAngle_ts_L3Tip.csv,res.fixed,L3Tip,UpperLeafAngle,2,186253594
2-211402706,GRMZM2G101769,-0.0854549504273135,res.fixed_indirect_UpperLeafAngle_ts_L3Tip.csv,res.fixed,L3Tip,UpperLeafAngle,2,217553543
2-211432787,GRMZM2G101769,-0.00663159081192651,res.fixed_indirect_UpperLeafAngle_ts_L3Tip.csv,res.fixed,L3Tip,UpperLeafAngle,2,217584145
2-211562176,GRMZM2G101769,-0.041038047648652,res.fixed_indirect_UpperLeafAngle_ts_L3Tip.csv,res.fixed,L3Tip,UpperLeafAngle,2,217704674
2-211896016,GRMZM2G101769,-0.13261391645889,res.fixed_indirect_UpperLeafAngle_ts_L3Tip.csv,res.fixed,L3Tip,UpperLeafAngle,2,218039140
2-211896016,GRMZM2G403162,-0.0947401657924783,res.fixed_indirect_UpperLeafAngle_ts_Kern.csv,res.fixed,Kern,UpperLeafAngle,2,218039140
2-211945227,GRMZM2G101769,-0.590286557644741,res.fixed_indirect_UpperLeafAngle_ts_L3Tip.csv,res.fixed,L3Tip,UpperLeafAngle,2,218087906
2-211945227,GRMZM2G403162,-0.31386856975912,res.fixed_indirect_UpperLeafAngle_ts_Kern.csv,res.fixed,Kern,UpperLeafAngle,2,218087906
2-211965135,GRMZM2G101769,0.0280785048658339,res.fixed_indirect_UpperLeafAngle_ts_L3Tip.csv,res.fixed,L3Tip,UpperLeafAngle,2,218114696
2-212044187,GRMZM2G403162,-0.0837215480494728,res.fixed_indirect_UpperLeafAngle_ts_Kern.csv,res.fixed,Kern,UpperLeafAngle,2,218192503
2-212044187,GRMZM2G101769,-0.0236170190261576,res.fixed_indirect_UpperLeafAngle_ts_L3Tip.csv,res.fixed,L3Tip,UpperLeafAngle,2,218192503
2-219522445,GRMZM2G101769,0.106109694733608,res.fixed_indirect_UpperLeafAngle_ts_L3Tip.csv,res.fixed,L3Tip,UpperLeafAngle,2,225607250
5-49163091,GRMZM2G101769,-0.0632286539617025,res.fixed_indirect_UpperLeafAngle_ts_L3Tip.csv,res.fixed,L3Tip,UpperLeafAngle,5,50752565
5-202423397,GRMZM2G101769,-0.11179033253656,res.fixed_indirect_UpperLeafAngle_ts_L3Tip.csv,res.fixed,L3Tip,UpperLeafAngle,5,207812454
7-156159980,GRMZM2G101769,-0.0699639888324357,res.fixed_indirect_UpperLeafAngle_ts_L3Tip.csv,res.fixed,L3Tip,UpperLeafAngle,7,161519584
7-156159980,GRMZM2G118697,0.150856349901145,res.fixed_indirect_X.204..allantoin.1..17.293_ts_GRoot.csv,res.fixed,GRoot,X.204..allantoin.1..17.293,7,161519584
7-165342846,GRMZM2G082346,0.025281932454268,res.fixed_indirect_X.1060..pyruvic.acid..6.714_ts_L3Tip.csv,res.fixed,L3Tip,X.1060..pyruvic.acid..6.714,7,170891706
7-165342846,GRMZM2G043238,-0.049046966949645,res.fixed_indirect_X.6288..L.threonine.2..11.464_ts_GRoot.csv,res.fixed,GRoot,X.6288..L.threonine.2..11.464,7,170891706
7-165342846,GRMZM2G101769,-0.0915407827414037,res.fixed_indirect_UpperLeafAngle_ts_L3Tip.csv,res.fixed,L3Tip,UpperLeafAngle,7,170891706
9-21931303,GRMZM2G101769,-0.0894934901383038,res.fixed_indirect_UpperLeafAngle_ts_L3Tip.csv,res.fixed,L3Tip,UpperLeafAngle,9,21724643
9-71436709,GRMZM2G101769,-0.0937782410902803,res.fixed_indirect_UpperLeafAngle_ts_L3Tip.csv,res.fixed,L3Tip,UpperLeafAngle,9,59476630
3-47027953,GRMZM2G179507,-0.0887189307151555,res.fixed_indirect_X.754..glycerol.1.phosphate..16.056_ts_LMAN.csv,res.fixed,LMAN,X.754..glycerol.1.phosphate..16.056,3,46764783
3-47027953,GRMZM5G831577,-0.0523300259654111,res.fixed_indirect_X.738..L.glutamine.2..14.083_ts_L3Tip.csv,res.fixed,L3Tip,X.738..L.glutamine.2..14.083,3,46764783
9-3909031,GRMZM2G155729,0.0446664247314041,res.fixed_indirect_X.119..gamma.aminobutyric.acid..GABA...13.326_ts_L3Tip.csv,res.fixed,L3Tip,X.119..gamma.aminobutyric.acid..GABA...13.326,9,3497249
6-2124815,GRMZM2G468535,0.107652790675732,res.fixed_indirect_X.5810..trans.4.hydroxy.L.proline.2..13.267_ts_L3Base.csv,res.fixed,L3Base,X.5810..trans.4.hydroxy.L.proline.2..13.267,6,2123254
6-2124815,GRMZM2G002606,-0.0922893677733874,res.fixed_indirect_Spikelets.MainSpike_ts_L3Tip.csv,res.fixed,L3Tip,Spikelets.MainSpike,6,2123254
6-2124815,GRMZM2G067865,-0.127243729580604,res.fixed_indirect_UpperLeafAngle_ts_LMAN.csv,res.fixed,LMAN,UpperLeafAngle,6,2123254
9-127949809,GRMZM2G067865,-0.0898767755280521,res.fixed_indirect_UpperLeafAngle_ts_LMAN.csv,res.fixed,LMAN,UpperLeafAngle,9,129909157
5-114124155,GRMZM2G156937,-0.0331147849044691,res.fixed_indirect_X.6912..xylitol..15.376_ts_L3Base.csv,res.fixed,L3Base,X.6912..xylitol..15.376,5,116965566
5-114124155,GRMZM2G128771,-0.132658761902187,res.fixed_indirect_X20KernelWeight_ts_LMAD.csv,res.fixed,LMAD,X20KernelWeight,5,116965566
5-114124155,GRMZM2G106590,0.0469134414387382,res.fixed_indirect_EarRankNumber_ts_GRoot.csv,res.fixed,GRoot,EarRankNumber,5,116965566
5-114124155,GRMZM2G148194,-0.105017947781374,res.fixed_indirect_UpperLeafAngle_ts_LMAN.csv,res.fixed,LMAN,UpperLeafAngle,5,116965566
5-27352167,GRMZM2G428356,-0.116845862603412,res.fixed_indirect_UpperLeafAngle_ts_LMAN.csv,res.fixed,LMAN,UpperLeafAngle,5,28034828
5-36381263,GRMZM2G428356,0.104976551626842,res.fixed_indirect_UpperLeafAngle_ts_LMAN.csv,res.fixed,LMAN,UpperLeafAngle,5,37595627
7-49350629,GRMZM2G050714,-0.144712170310804,res.fixed_indirect_X.311..citric.acid..16.615..s100_ts_L3Base.csv,res.fixed,L3Base,X.311..citric.acid..16.615..s100,7,50925304
2-10483469,GRMZM2G122481,-0.119391662425862,res.fixed_indirect_X.1001..phenethylamine..13.742_ts_GShoot.csv,res.fixed,GShoot,X.1001..phenethylamine..13.742,2,10595458
3-19849134,GRMZM2G169152,0.0224471351982334,res.fixed_indirect_X.6537496..chlorogenic.acid.2..27.18..s100_ts_Kern.csv,res.fixed,Kern,X.6537496..chlorogenic.acid.2..27.18..s100,3,19251685
3-19849134,GRMZM2G122481,0.0417603190607151,res.fixed_indirect_X.1001..phenethylamine..13.742_ts_GShoot.csv,res.fixed,GShoot,X.1001..phenethylamine..13.742,3,19251685
3-19873013,GRMZM2G122481,-0.143825016218931,res.fixed_indirect_X.1001..phenethylamine..13.742_ts_GShoot.csv,res.fixed,GShoot,X.1001..phenethylamine..13.742,3,19275564
3-21764390,GRMZM2G122481,0.21659945745616,res.fixed_indirect_X.1001..phenethylamine..13.742_ts_GShoot.csv,res.fixed,GShoot,X.1001..phenethylamine..13.742,3,21199796
3-27743495,GRMZM2G122481,-0.225454062868248,res.fixed_indirect_X.1001..phenethylamine..13.742_ts_GShoot.csv,res.fixed,GShoot,X.1001..phenethylamine..13.742,3,27331096
4-197241729,GRMZM2G122481,-0.216811880164301,res.fixed_indirect_X.1001..phenethylamine..13.742_ts_GShoot.csv,res.fixed,GShoot,X.1001..phenethylamine..13.742,4,201412642
7-3359888,GRMZM2G122481,-0.112373090462654,res.fixed_indirect_X.1001..phenethylamine..13.742_ts_GShoot.csv,res.fixed,GShoot,X.1001..phenethylamine..13.742,7,3515185
9-41471610,GRMZM2G122481,0.024755128599359,res.fixed_indirect_X.1001..phenethylamine..13.742_ts_GShoot.csv,res.fixed,GShoot,X.1001..phenethylamine..13.742,9,42064874
9-70840693,GRMZM2G122481,-0.166375023589295,res.fixed_indirect_X.1001..phenethylamine..13.742_ts_GShoot.csv,res.fixed,GShoot,X.1001..phenethylamine..13.742,9,60080755
2-82921225,GRMZM2G012628,-0.0891747275024041,res.fixed_indirect_LeafLength_ts_LMAN.csv,res.fixed,LMAN,LeafLength,2,84389354
3-189103321,GRMZM2G046782,-0.18483091824043,res.fixed_indirect_X.1001..phenethylamine..13.742_ts_Kern.csv,res.fixed,Kern,X.1001..phenethylamine..13.742,3,191933693
5-72279925,GRMZM2G046782,-0.114057804571219,res.fixed_indirect_X.1001..phenethylamine..13.742_ts_Kern.csv,res.fixed,Kern,X.1001..phenethylamine..13.742,5,74351652
8-171559323,GRMZM2G046782,-0.166481456014733,res.fixed_indirect_X.1001..phenethylamine..13.742_ts_Kern.csv,res.fixed,Kern,X.1001..phenethylamine..13.742,8,177292570
9-18187215,GRMZM2G046782,-0.206861407655239,res.fixed_indirect_X.1001..phenethylamine..13.742_ts_Kern.csv,res.fixed,Kern,X.1001..phenethylamine..13.742,9,18033430
2-140872934,GRMZM2G122443,-0.00913599499798867,res.fixed_indirect_X.1001..phenethylamine..13.742_ts_L3Base.csv,res.fixed,L3Base,X.1001..phenethylamine..13.742,2,145022110
2-140918717,GRMZM2G122443,-0.0809694906043088,res.fixed_indirect_X.1001..phenethylamine..13.742_ts_L3Base.csv,res.fixed,L3Base,X.1001..phenethylamine..13.742,2,145074013
3-21900795,GRMZM2G122443,-0.181397575660844,res.fixed_indirect_X.1001..phenethylamine..13.742_ts_L3Base.csv,res.fixed,L3Base,X.1001..phenethylamine..13.742,3,21354537
3-41386592,GRMZM2G122443,-0.29713947996626,res.fixed_indirect_X.1001..phenethylamine..13.742_ts_L3Base.csv,res.fixed,L3Base,X.1001..phenethylamine..13.742,3,40940045
